st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,221,Sailana,SHANKAR LAL,Bahujan Samaj Party,1650,1,1651,0.87
S12,Madhya Pradesh,221,Sailana,SANGEETA-VIJAY CHAREL,Bharatiya Janata Party,41332,252,41584,21.81
S12,Madhya Pradesh,221,Sailana,"HARSH VIJAY GEHLOT ""GUDDU""",Indian National Congress,65701,900,66601,34.93
S12,Madhya Pradesh,221,Sailana,KAMLESHWAR DODIYAR,Bharat Adivasi Party,71036,183,71219,37.36
S12,Madhya Pradesh,221,Sailana,DHARMENDRA,Janata Dal (United),1274,2,1276,0.67
S12,Madhya Pradesh,221,Sailana,NAVEEN DAMOR ADVOCATE,Bhartiya Tribal Party,640,2,642,0.34
S12,Madhya Pradesh,221,Sailana,BHURI SINGAD,Samajwadi Party,678,1,679,0.36
S12,Madhya Pradesh,221,Sailana,PAVAN,Independent,1116,0,1116,0.59
S12,Madhya Pradesh,221,Sailana,VAGESHWAR MAIDA,Independent,898,0,898,0.47
S12,Madhya Pradesh,221,Sailana,SURAJ BHABHAR,Independent,2402,2,2404,1.26
S12,Madhya Pradesh,221,Sailana,NOTA,None of the Above,2571,9,2580,1.35
