st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,49,Chandla,AHIRWAR DILEEP,Bharatiya Janata Party,69536,132,69668,43.14
S12,Madhya Pradesh,49,Chandla,D. D. AHIRWAR (DEENDAYAL),Bahujan Samaj Party,7080,44,7124,4.41
S12,Madhya Pradesh,49,Chandla,ANURAGI HARPRASAD (GOPI MASTER),Indian National Congress,53403,774,54177,33.55
S12,Madhya Pradesh,49,Chandla,AHIRWAR PUSHPENDRA KUMAR,Samajwadi Party,24916,61,24977,15.47
S12,Madhya Pradesh,49,Chandla,YOGESH PRAJAPATI,Jan Adhikar Party,591,0,591,0.37
S12,Madhya Pradesh,49,Chandla,Raja Bhaiya Prajapati,Rashtravadi Bharat Party,690,8,698,0.43
S12,Madhya Pradesh,49,Chandla,Anuragi Laklhan Lal,Lok Janshakti Party(Ram Vilas),648,1,649,0.4
S12,Madhya Pradesh,49,Chandla,PREMCHAND VERMA,Independent,781,2,783,0.48
S12,Madhya Pradesh,49,Chandla,AAHIRWAR RAMDEEN,Independent,692,0,692,0.43
S12,Madhya Pradesh,49,Chandla,NOTA,None of the Above,2133,2,2135,1.32
