st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,92,Vijayraghavgarh,NEERAJ DADA,Indian National Congress,73307,357,73664,39.83
S12,Madhya Pradesh,92,Vijayraghavgarh,SANJAY SATYENDRA PATHAK,Bharatiya Janata Party,97638,372,98010,52.99
S12,Madhya Pradesh,92,Vijayraghavgarh,RASHMI SHARDA PRASAD SHRIVASTAVA,Adarshwaadi Congress Party,1062,1,1063,0.57
S12,Madhya Pradesh,92,Vijayraghavgarh,RAM MILAN VISHWAKARMA,Samajwadi Party,1532,6,1538,0.83
S12,Madhya Pradesh,92,Vijayraghavgarh,RAMLALA SINGH YADAV,Pichhara Samaj Party United,207,0,207,0.11
S12,Madhya Pradesh,92,Vijayraghavgarh,LAIQUE AHMAD QURESHI,Gondvana Gantantra Party,3180,12,3192,1.73
S12,Madhya Pradesh,92,Vijayraghavgarh,SHIV NARAYAN SONI,Janata Dal (United),176,1,177,0.1
S12,Madhya Pradesh,92,Vijayraghavgarh,HARKESH KUMAR CHOUDHARY PATRAKAAR,Bahujan Mukti Party,224,5,229,0.12
S12,Madhya Pradesh,92,Vijayraghavgarh,RISHI KUMAR,Independent,438,4,442,0.24
S12,Madhya Pradesh,92,Vijayraghavgarh,NARENDRA KUMAR,Independent,247,0,247,0.13
S12,Madhya Pradesh,92,Vijayraghavgarh,NEERAJ SINGH BAGHEL,Independent,370,4,374,0.2
S12,Madhya Pradesh,92,Vijayraghavgarh,RAJKUMAR,Independent,588,1,589,0.32
S12,Madhya Pradesh,92,Vijayraghavgarh,RAM BHUWAN TRIPATHI,Independent,1816,1,1817,0.98
S12,Madhya Pradesh,92,Vijayraghavgarh,NOTA,None of the Above,3395,3,3398,1.84
