st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,54,Pathariya,RAO BRAJENDRA SINGH,Indian National Congress,63819,625,64444,34.4
S12,Madhya Pradesh,54,Pathariya,RAMBAI GOVIND SINGH,Bahujan Samaj Party,29233,106,29339,15.66
S12,Madhya Pradesh,54,Pathariya,LAKHAN PATEL,Bharatiya Janata Party,82246,357,82603,44.09
S12,Madhya Pradesh,54,Pathariya,KALLAN KURMI,Bhartiya Shakti Chetna Party,2605,8,2613,1.39
S12,Madhya Pradesh,54,Pathariya,PRIYANKA VIKASH ROSHAN(BHEEM ARMY),Aazad Samaj Party (Kanshi Ram),479,1,480,0.26
S12,Madhya Pradesh,54,Pathariya,DR. MANOJ VISHWAKARMA,Bharatiya Jan Morcha Party,167,1,168,0.09
S12,Madhya Pradesh,54,Pathariya,LEELADHAR KUSHWAHA,Jan Adhikar Party,622,2,624,0.33
S12,Madhya Pradesh,54,Pathariya,CHURAMAN AHIRWAL,Independent,233,1,234,0.12
S12,Madhya Pradesh,54,Pathariya,DHANI BHAIYA,Independent,275,0,275,0.15
S12,Madhya Pradesh,54,Pathariya,ER. NEELESH KUMAR PATEL(KURMI),Independent,165,0,165,0.09
S12,Madhya Pradesh,54,Pathariya,BHAGIRATH AHIRWAR,Independent,212,0,212,0.11
S12,Madhya Pradesh,54,Pathariya,RAO BHUSHANSING,Independent,227,2,229,0.12
S12,Madhya Pradesh,54,Pathariya,MUKESH RAJAK,Independent,566,0,566,0.3
S12,Madhya Pradesh,54,Pathariya,MAJOR GENERAL(DR) RAJENDRA SINGH THAKUR,Independent,1708,3,1711,0.91
S12,Madhya Pradesh,54,Pathariya,VIKRAM SINGH,Independent,568,2,570,0.3
S12,Madhya Pradesh,54,Pathariya,SANJAY SETH SADGUWAN(BHOLU),Independent,1405,1,1406,0.75
S12,Madhya Pradesh,54,Pathariya,SANTOSH SONI,Independent,1001,0,1001,0.53
S12,Madhya Pradesh,54,Pathariya,NOTA,None of the Above,708,4,712,0.38
