st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,136,Seoni Malwa,AJAY BALRAM SINGH PATEL,Indian National Congress,67387,481,67868,32.65
S12,Madhya Pradesh,136,Seoni Malwa,PREMSHANKAR KUNJILAL VERMA,Bharatiya Janata Party,103288,594,103882,49.98
S12,Madhya Pradesh,136,Seoni Malwa,SUNIL GOUR,Aam Aadmi Party,4523,42,4565,2.2
S12,Madhya Pradesh,136,Seoni Malwa,UMED SINGH JAT,Gondvana Gantantra Party,3800,29,3829,1.84
S12,Madhya Pradesh,136,Seoni Malwa,DEVRAJ KAROCHE,Bahujan Mukti Party,263,3,266,0.13
S12,Madhya Pradesh,136,Seoni Malwa,DHEERAJ CHOUHAN,Indian Peoples Adhikar Party,329,4,333,0.16
S12,Madhya Pradesh,136,Seoni Malwa,NARENDRA RAGHUWANSHI PATRAKAR,Rashtravadi Bharat Party,551,1,552,0.27
S12,Madhya Pradesh,136,Seoni Malwa,FAGRAM,Samajwadi Jan Parishad,1377,15,1392,0.67
S12,Madhya Pradesh,136,Seoni Malwa,MANGILAL MANIK GOLGAON,Akhand Bharat Samrajya Party,292,2,294,0.14
S12,Madhya Pradesh,136,Seoni Malwa,AJAY PATEL,Independent,488,15,503,0.24
S12,Madhya Pradesh,136,Seoni Malwa,"""OM BHAIYA"" OMPRAKASH HAJARILAL RAGHUWANSHI",Independent,18704,156,18860,9.07
S12,Madhya Pradesh,136,Seoni Malwa,ENGINEER KAILASHSINGH DHURVEY,Independent,644,11,655,0.32
S12,Madhya Pradesh,136,Seoni Malwa,YOGESH KUMAR SAHU,Independent,389,1,390,0.19
S12,Madhya Pradesh,136,Seoni Malwa,RAM MOHAN GOUR JI PATEL,Independent,561,1,562,0.27
S12,Madhya Pradesh,136,Seoni Malwa,SURESH UIKEY URF DUGGI,Independent,1610,7,1617,0.78
S12,Madhya Pradesh,136,Seoni Malwa,NOTA,None of the Above,2295,3,2298,1.11
