st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,27,Kolaras,NAVAL DHAKAD,Bahujan Samaj Party,24867,19,24886,12.44
S12,Madhya Pradesh,27,Kolaras,BAIJNATH SINGH YADAV DADA JI,Indian National Congress,57579,133,57712,28.85
S12,Madhya Pradesh,27,Kolaras,MAHENDRA RAMSINGH YADAV KHATORA,Bharatiya Janata Party,108559,126,108685,54.32
S12,Madhya Pradesh,27,Kolaras,THAKURLAL JATAV,Aazad Samaj Party (Kanshi Ram),1682,1,1683,0.84
S12,Madhya Pradesh,27,Kolaras,SURESH LODHI,Pichhara Samaj Party United,274,0,274,0.14
S12,Madhya Pradesh,27,Kolaras,ANiL KUMAR LODHi,Independent,277,0,277,0.14
S12,Madhya Pradesh,27,Kolaras,ENDRAPAL SINGH KUSHWAH,Independent,856,1,857,0.43
S12,Madhya Pradesh,27,Kolaras,NAVAL SINGH DHAKAD,Independent,199,0,199,0.1
S12,Madhya Pradesh,27,Kolaras,PRAHLAD - ADIWASI,Independent,534,0,534,0.27
S12,Madhya Pradesh,27,Kolaras,MAHENDRA SiNGH Yadav,Independent,1417,0,1417,0.71
S12,Madhya Pradesh,27,Kolaras,VIRSINGH JATAV,Independent,977,0,977,0.49
S12,Madhya Pradesh,27,Kolaras,HARVEER SINGH YADAV,Independent,763,0,763,0.38
S12,Madhya Pradesh,27,Kolaras,NOTA,None of the Above,1804,1,1805,0.9
