st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,150,Bhopal Uttar,ATIF ARIF AQUEEL,Indian National Congress,95736,389,96125,56.38
S12,Madhya Pradesh,150,Bhopal Uttar,ALOK SHARMA,Bharatiya Janata Party,68650,488,69138,40.55
S12,Madhya Pradesh,150,Bhopal Uttar,MAHENDRA WANKHEDE,Bahujan Samaj Party,499,12,511,0.3
S12,Madhya Pradesh,150,Bhopal Uttar,MOHAMMAD SAOOD,Aam Aadmi Party,723,12,735,0.43
S12,Madhya Pradesh,150,Bhopal Uttar,PRAKASH NARVARE,Azad Samaj Party,197,0,197,0.12
S12,Madhya Pradesh,150,Bhopal Uttar,PREM NARAYAN SWARNKAR (SONI JI),National World Leader Party,97,2,99,0.06
S12,Madhya Pradesh,150,Bhopal Uttar,RAMDEEN BHAT,Bhartiya Shakti Chetna Party,29,2,31,0.02
S12,Madhya Pradesh,150,Bhopal Uttar,Ataullah,Independent,67,0,67,0.04
S12,Madhya Pradesh,150,Bhopal Uttar,ASHRAF ALI,Independent,80,1,81,0.05
S12,Madhya Pradesh,150,Bhopal Uttar,AAMIR AQUEEL,Independent,1820,17,1837,1.08
S12,Madhya Pradesh,150,Bhopal Uttar,NASIR ISLAM,Independent,545,5,550,0.32
S12,Madhya Pradesh,150,Bhopal Uttar,MOHSIN ALI KHAN,Independent,64,0,64,0.04
S12,Madhya Pradesh,150,Bhopal Uttar,WASEEM KHAN,Independent,67,0,67,0.04
S12,Madhya Pradesh,150,Bhopal Uttar,RAJA BHAI (SHAHWAR),Independent,80,0,80,0.05
S12,Madhya Pradesh,150,Bhopal Uttar,SURAYA,Independent,135,0,135,0.08
S12,Madhya Pradesh,150,Bhopal Uttar,NOTA,None of the Above,766,8,774,0.45
