st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,147,Sironj,ISEM SINGH MORYE,Aam Aadmi Party,1797,2,1799,1.01
S12,Madhya Pradesh,147,Sironj,UMAKANT SHARMA,Bharatiya Janata Party,97709,286,97995,54.83
S12,Madhya Pradesh,147,Sironj,GAGNENDRA SINGH RAGHUWANSHI,Indian National Congress,69935,378,70313,39.34
S12,Madhya Pradesh,147,Sironj,TOSHMANI PANTHI (KANNA),Bahujan Samaj Party,1415,9,1424,0.8
S12,Madhya Pradesh,147,Sironj,AKHILESH JAIN (MURARIA),Sapaks Party,171,2,173,0.1
S12,Madhya Pradesh,147,Sironj,ASLAM GOURI,Samajwadi Party,489,0,489,0.27
S12,Madhya Pradesh,147,Sironj,KAPTAN SINGH,National World Leader Party,330,0,330,0.18
S12,Madhya Pradesh,147,Sironj,GABBAR SINGH AHIRWAR,Aazad Samaj Party (Kanshi Ram),2233,1,2234,1.25
S12,Madhya Pradesh,147,Sironj,POORAN SINGH AHIRWAR,Independent,184,0,184,0.1
S12,Madhya Pradesh,147,Sironj,PHOOL SINGH,Independent,249,0,249,0.14
S12,Madhya Pradesh,147,Sironj,MANOJ KUSHWAH,Independent,395,0,395,0.22
S12,Madhya Pradesh,147,Sironj,LAXMINARAYAN KUSHWAH,Independent,360,0,360,0.2
S12,Madhya Pradesh,147,Sironj,SANDEEP AHIRWAR,Independent,802,0,802,0.45
S12,Madhya Pradesh,147,Sironj,HEMANT SINGH KUSHWAHA,Independent,836,1,837,0.47
S12,Madhya Pradesh,147,Sironj,NOTA,None of the Above,1130,6,1136,0.64
