st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,168,Shujalpur,Inder Singh Parmar,Bharatiya Janata Party,95512,542,96054,51.84
S12,Madhya Pradesh,168,Shujalpur,Kavi Manohar Bouddh,Bahujan Samaj Party,1110,3,1113,0.6
S12,Madhya Pradesh,168,Shujalpur,Ramveer Singh Sikarwar,Indian National Congress,81799,595,82394,44.46
S12,Madhya Pradesh,168,Shujalpur,Kailasha Choodiya,Aazad Samaj Party (Kanshi Ram),2866,7,2873,1.55
S12,Madhya Pradesh,168,Shujalpur,Babulal Malviya Khedinagar,Samajwadi Party,244,3,247,0.13
S12,Madhya Pradesh,168,Shujalpur,Indar Singh Parmar,Independent,149,5,154,0.08
S12,Madhya Pradesh,168,Shujalpur,Ibrahim Beg,Independent,463,2,465,0.25
S12,Madhya Pradesh,168,Shujalpur,Jogendra Singh Parmar,Independent,465,1,466,0.25
S12,Madhya Pradesh,168,Shujalpur,Dr. Qazi. S. Rehman (Saeed. Bhai),Independent,264,1,265,0.14
S12,Madhya Pradesh,168,Shujalpur,NOTA,None of the Above,1264,6,1270,0.69
