st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,58,Pawai,PRAHLAD LODHI,Bharatiya Janata Party,106126,285,106411,49.76
S12,Madhya Pradesh,58,Pawai,PANDIT MUKESH NAYAK,Indian National Congress,83610,758,84368,39.45
S12,Madhya Pradesh,58,Pawai,HEMANT RISHIRAJ SINGH,Bahujan Samaj Party,3305,9,3314,1.55
S12,Madhya Pradesh,58,Pawai,ASHISH KUMAR KUSHWAHA,Jan Adhikar Party,427,0,427,0.2
S12,Madhya Pradesh,58,Pawai,BEERAN PATEL,Rashtriya Jansanchar Dal,278,0,278,0.13
S12,Madhya Pradesh,58,Pawai,BHARAT LAL PATEL,Vastavik Bharat Party,267,4,271,0.13
S12,Madhya Pradesh,58,Pawai,RAJANI YADAV,Samajwadi Party,2889,7,2896,1.35
S12,Madhya Pradesh,58,Pawai,RAMPAL SINGH GONDELA,Bhartiya Ganrajya Party,4100,9,4109,1.92
S12,Madhya Pradesh,58,Pawai,ANAND KUMAR VISHWAKARMA,Independent,844,0,844,0.39
S12,Madhya Pradesh,58,Pawai,ASHISH,Independent,455,0,455,0.21
S12,Madhya Pradesh,58,Pawai,PRAHALAD,Independent,732,1,733,0.34
S12,Madhya Pradesh,58,Pawai,PRAHLAD KUMAR PRAJAPATI,Independent,569,1,570,0.27
S12,Madhya Pradesh,58,Pawai,PRAHLAD LODHI,Independent,676,1,677,0.32
S12,Madhya Pradesh,58,Pawai,RAMMOORTI CHOURASHIYA,Independent,926,0,926,0.43
S12,Madhya Pradesh,58,Pawai,VIJAY KUMAR SONI,Independent,1678,0,1678,0.78
S12,Madhya Pradesh,58,Pawai,HARI LAL CHOUDHARY RETIRED T.I.,Independent,3383,4,3387,1.58
S12,Madhya Pradesh,58,Pawai,NOTA,None of the Above,2496,2,2498,1.17
