st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,69,Semariya,ABHAY MISHRA,Indian National Congress,55536,488,56024,34.92
S12,Madhya Pradesh,69,Semariya,K. P. TRIPATHI,Bharatiya Janata Party,55181,206,55387,34.53
S12,Madhya Pradesh,69,Semariya,PANKAJ SINGH,Bahujan Samaj Party,43992,166,44158,27.53
S12,Madhya Pradesh,69,Semariya,NAGENDRA SINGH,Bhartiya Shakti Chetna Party,513,2,515,0.32
S12,Madhya Pradesh,69,Semariya,NAGENDR SINGH KARCHULI,All India Forward Bloc,153,0,153,0.1
S12,Madhya Pradesh,69,Semariya,UMESH KOL,Independent,179,1,180,0.11
S12,Madhya Pradesh,69,Semariya,KAMALBHAN SINGH,Independent,108,1,109,0.07
S12,Madhya Pradesh,69,Semariya,TIRATH PRASAD KOL,Independent,91,0,91,0.06
S12,Madhya Pradesh,69,Semariya,DIWAKAR PRASAD DWIVEDI (EX-ARMY),Independent,268,5,273,0.17
S12,Madhya Pradesh,69,Semariya,DR. RAJNEESH PRAJAPATI,Independent,184,5,189,0.12
S12,Madhya Pradesh,69,Semariya,RAKESH PRASAD PANDEY,Independent,194,0,194,0.12
S12,Madhya Pradesh,69,Semariya,SANTOSH SHRIDHAR UPADHYAY,Independent,200,0,200,0.12
S12,Madhya Pradesh,69,Semariya,SUDHEER KUMAR SAKET,Independent,248,0,248,0.15
S12,Madhya Pradesh,69,Semariya,HAFIZ MOHAMMAD ALI,Independent,682,0,682,0.43
S12,Madhya Pradesh,69,Semariya,SHRIDHAR DUBEY,Independent,946,0,946,0.59
S12,Madhya Pradesh,69,Semariya,NOTA,None of the Above,1062,7,1069,0.67
