st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,75,Gurh,"KAPIDHWAJ SINGH ""BHAIYA SAHEB""",Indian National Congress,65624,598,66222,40.11
S12,Madhya Pradesh,75,Gurh,NAGENDRA SINGH,Bharatiya Janata Party,68466,249,68715,41.62
S12,Madhya Pradesh,75,Gurh,PRAKHAR PRATAP SINGH,Aam Aadmi Party,2198,15,2213,1.34
S12,Madhya Pradesh,75,Gurh,SMT. SAROJ RAVIND KOL,Bahujan Samaj Party,18270,78,18348,11.11
S12,Madhya Pradesh,75,Gurh,ADVOCATE AMARJEET KUSHWAHA,Jan Adhikar Party,373,0,373,0.23
S12,Madhya Pradesh,75,Gurh,AMRESH PATEL,Samajwadi Party,1330,7,1337,0.81
S12,Madhya Pradesh,75,Gurh,DHERENDRA SINGH PATEL,Bhartiya Shakti Chetna Party,328,0,328,0.2
S12,Madhya Pradesh,75,Gurh,MUL NIWASI YAGYA NIWAS YADAV,Peoples Party of India (Democratic),240,1,241,0.15
S12,Madhya Pradesh,75,Gurh,LALMANI TRIPATHI,Communist Party of India,1506,10,1516,0.92
S12,Madhya Pradesh,75,Gurh,VIJAY MISHRA,Jan Sewa Driver Party,254,0,254,0.15
S12,Madhya Pradesh,75,Gurh,PD. SHIVAMOHAN SHARMA,Rashtravadi Bharat Party,251,0,251,0.15
S12,Madhya Pradesh,75,Gurh,MOHD. JUMMAN,Independent,166,0,166,0.1
S12,Madhya Pradesh,75,Gurh,DAYA SHANKAR PANDEY,Independent,353,1,354,0.21
S12,Madhya Pradesh,75,Gurh,DHINENDRA (GIRDHAR),Independent,260,0,260,0.16
S12,Madhya Pradesh,75,Gurh,BRIJENDRA MISHRA,Independent,939,0,939,0.57
S12,Madhya Pradesh,75,Gurh,RANNU LAL SAKET,Independent,1297,0,1297,0.79
S12,Madhya Pradesh,75,Gurh,RAKESH KUMAR PANDEY,Independent,878,0,878,0.53
S12,Madhya Pradesh,75,Gurh,RAM JIYAWAN GUPTA,Independent,712,0,712,0.43
S12,Madhya Pradesh,75,Gurh,RAM NIWASH VISVAKARMA,Independent,137,0,137,0.08
S12,Madhya Pradesh,75,Gurh,LALAN PRASAD SAKET (MANEJAR),Independent,273,0,273,0.17
S12,Madhya Pradesh,75,Gurh,NOTA,None of the Above,285,5,290,0.18
