st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,223,Alot,DR. CHINTAMANI MALVIYA,Bharatiya Janata Party,106439,323,106762,57.44
S12,Madhya Pradesh,223,Alot,MANOJ CHAWLA,Indian National Congress,33138,427,33565,18.06
S12,Madhya Pradesh,223,Alot,GOVARDHAN PARMAR,Aazad Samaj Party (Kanshi Ram),3411,6,3417,1.84
S12,Madhya Pradesh,223,Alot,PUSHPENDRA SURYWANSHI HATPIPLIYA,Peoples Party of India (Democratic),362,3,365,0.2
S12,Madhya Pradesh,223,Alot,KISHOR MALVIYA,Independent,195,0,195,0.1
S12,Madhya Pradesh,223,Alot,NAGULAL,Independent,348,2,350,0.19
S12,Madhya Pradesh,223,Alot,PRAHALAD VERMA,Independent,467,0,467,0.25
S12,Madhya Pradesh,223,Alot,PREMCHANDRA GUDDU,Independent,37763,115,37878,20.38
S12,Madhya Pradesh,223,Alot,LAXMAN CHANDRAVANSHI,Independent,974,1,975,0.52
S12,Madhya Pradesh,223,Alot,NOTA,None of the Above,1895,4,1899,1.02
