st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,30,Chachoda,PRIYANKA PENCHI,Bharatiya Janata Party,109801,453,110254,56.47
S12,Madhya Pradesh,30,Chachoda,MAMTA MEENA,Aam Aadmi Party,27259,146,27405,14.04
S12,Madhya Pradesh,30,Chachoda,RAJENDRA ViNOD SHARMA,Bahujan Samaj Party,759,4,763,0.39
S12,Madhya Pradesh,30,Chachoda,LAKSHMAN SINGH,Indian National Congress,48122,562,48684,24.93
S12,Madhya Pradesh,30,Chachoda,PRABHuLAL BHEEL,Bahujan Mukti Party,966,1,967,0.5
S12,Madhya Pradesh,30,Chachoda,LAXMINARAYAN (GOLU),Aazad Samaj Party (Kanshi Ram),992,1,993,0.51
S12,Madhya Pradesh,30,Chachoda,KAPIL AHIRWAR,Independent,389,1,390,0.2
S12,Madhya Pradesh,30,Chachoda,PRIYANKA,Independent,573,3,576,0.3
S12,Madhya Pradesh,30,Chachoda,Badɤilal,Independent,477,1,478,0.24
S12,Madhya Pradesh,30,Chachoda,MAMTA MEENA,Independent,960,4,964,0.49
S12,Madhya Pradesh,30,Chachoda,LAKSHMAN SINGH,Independent,594,3,597,0.31
S12,Madhya Pradesh,30,Chachoda,HAR BAI,Independent,926,1,927,0.47
S12,Madhya Pradesh,30,Chachoda,NOTA,None of the Above,2248,1,2249,1.15
