st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,111,Balaghat,ANUBHA MUNJARE,Indian National Congress,106796,1974,108770,54.83
S12,Madhya Pradesh,111,Balaghat,KAMAL KISHOR RAUT,Bahujan Samaj Party,1646,56,1702,0.86
S12,Madhya Pradesh,111,Balaghat,GAURISHANKAR BISEN CHATURBHUG BISEN,Bharatiya Janata Party,78735,840,79575,40.11
S12,Madhya Pradesh,111,Balaghat,SHIV JAISWAL,Aam Aadmi Party,1015,6,1021,0.51
S12,Madhya Pradesh,111,Balaghat,JITENDRA GOYAL,Bahujan Mukti Party,138,2,140,0.07
S12,Madhya Pradesh,111,Balaghat,DINESH,Peoples Party of India (Democratic),131,1,132,0.07
S12,Madhya Pradesh,111,Balaghat,MOHAN KUMAR RAUT,National World Leader Party,163,0,163,0.08
S12,Madhya Pradesh,111,Balaghat,VIJAY KUMAR PATLE,Janata Dal (United),109,1,110,0.06
S12,Madhya Pradesh,111,Balaghat,ADVOCATE SATYAPRAKASH SHULKE,Madhya Pradesh Jan Vikas Party,113,1,114,0.06
S12,Madhya Pradesh,111,Balaghat,AJEY VISHAL BISEN,Independent,2229,21,2250,1.13
S12,Madhya Pradesh,111,Balaghat,DEEPAK PANCHESHWAR,Independent,288,3,291,0.15
S12,Madhya Pradesh,111,Balaghat,DHANIRAM,Independent,300,1,301,0.15
S12,Madhya Pradesh,111,Balaghat,BABBAN KHAN,Independent,205,1,206,0.1
S12,Madhya Pradesh,111,Balaghat,MANISHA NANU VAIDYA,Independent,567,3,570,0.29
S12,Madhya Pradesh,111,Balaghat,MAHENDRA SIHORE,Independent,246,0,246,0.12
S12,Madhya Pradesh,111,Balaghat,RUPLAL KUTRAHE (SOSL WARKR),Independent,1103,0,1103,0.56
S12,Madhya Pradesh,111,Balaghat,GYANSINGH EDPACHE,Independent,1145,2,1147,0.58
S12,Madhya Pradesh,111,Balaghat,NOTA,None of the Above,521,13,534,0.27
