st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,135,Harda,Kamal Patel,Bharatiya Janata Party,93275,408,93683,47.66
S12,Madhya Pradesh,135,Harda,PRHLAD PENTAR,Bahujan Samaj Party,1159,7,1166,0.59
S12,Madhya Pradesh,135,Harda,DR. RAMKISHORE DOGNE,Indian National Congress,93485,1068,94553,48.1
S12,Madhya Pradesh,135,Harda,PARASHRAM HIRE,Janata Congress,885,2,887,0.45
S12,Madhya Pradesh,135,Harda,SUNIL KUMAR,Aam Bhartiya Party,171,0,171,0.09
S12,Madhya Pradesh,135,Harda,Sohan UMariya,Aazad Samaj Party (Kanshi Ram),650,5,655,0.33
S12,Madhya Pradesh,135,Harda,GEETA KAMAL PANDE,Independent,129,1,130,0.07
S12,Madhya Pradesh,135,Harda,YOGITA KANTARAM DUDHWAL,Independent,164,0,164,0.08
S12,Madhya Pradesh,135,Harda,RAJESH KARMA,Independent,1514,6,1520,0.77
S12,Madhya Pradesh,135,Harda,Rohit Sodhe (Pammi),Independent,870,0,870,0.44
S12,Madhya Pradesh,135,Harda,ADV. LOKESH KUMAR TIWARI (LUCKY),Independent,412,2,414,0.21
S12,Madhya Pradesh,135,Harda,NOTA,None of the Above,2341,16,2357,1.2
