st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,22,Datia,Dr. NAROTTAM MiSHRA,Bharatiya Janata Party,80492,743,81235,45.96
S12,Madhya Pradesh,22,Datia,BHARTI RAJENDRA,Indian National Congress,87648,1329,88977,50.34
S12,Madhya Pradesh,22,Datia,LOKENDRA NETAJI,Bahujan Samaj Party,1150,6,1156,0.65
S12,Madhya Pradesh,22,Datia,USHA AHiRWAR,Samatamoolak Samaj Party,122,2,124,0.07
S12,Madhya Pradesh,22,Datia,AAZAD DESHRAJ PABYA,Aazad Samaj Party (Kanshi Ram),489,1,490,0.28
S12,Madhya Pradesh,22,Datia,KAPTAN SINGH PARMAR,Independent,90,1,91,0.05
S12,Madhya Pradesh,22,Datia,C L BAUDH CHHOTE LAL,Independent,81,0,81,0.05
S12,Madhya Pradesh,22,Datia,PANDIT MAHESH CHAND SHASTRI,Independent,88,1,89,0.05
S12,Madhya Pradesh,22,Datia,RAJNI LiTORiYA,Independent,129,1,130,0.07
S12,Madhya Pradesh,22,Datia,RAVI DANGI,Independent,97,2,99,0.06
S12,Madhya Pradesh,22,Datia,RAJU KHAN,Independent,117,1,118,0.07
S12,Madhya Pradesh,22,Datia,RAMNARESH DANGI,Independent,205,0,205,0.12
S12,Madhya Pradesh,22,Datia,RAMSINGH SENGAR,Independent,185,1,186,0.11
S12,Madhya Pradesh,22,Datia,SHISHIR KHARE,Independent,271,1,272,0.15
S12,Madhya Pradesh,22,Datia,R SiNGH,Independent,748,0,748,0.42
S12,Madhya Pradesh,22,Datia,HARDAS KUSHWAH,Independent,1306,0,1306,0.74
S12,Madhya Pradesh,22,Datia,NOTA,None of the Above,1443,9,1452,0.82
