st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,173,Khategaon,AASHISH GOVIND SHARMA,Bharatiya Janata Party,98014,615,98629,51.35
S12,Madhya Pradesh,173,Khategaon,DEEPAK KELASH JOSHI,Indian National Congress,85463,624,86087,44.82
S12,Madhya Pradesh,173,Khategaon,ANIL S/O RAMBHROSH VISHVKARMA (SUTAR),Aam Bhartiya Party,1157,1,1158,0.6
S12,Madhya Pradesh,173,Khategaon,GOKUL PRASAD HARIYALE,Aazad Samaj Party (Kanshi Ram),1989,10,1999,1.04
S12,Madhya Pradesh,173,Khategaon,AASHARAM (ASHU) BHAVSAR,Independent,883,6,889,0.46
S12,Madhya Pradesh,173,Khategaon,OMPRAKASH SARATIYA,Independent,219,2,221,0.12
S12,Madhya Pradesh,173,Khategaon,NARMDA PRASAD SARATHE BABUJI,Independent,192,0,192,0.1
S12,Madhya Pradesh,173,Khategaon,KU. MAHENDRA SHINGH CHOUHAN,Independent,386,2,388,0.2
S12,Madhya Pradesh,173,Khategaon,MUBARIK KHA PITA MOHAMMAD SAFI,Independent,871,1,872,0.45
S12,Madhya Pradesh,173,Khategaon,NOTA,None of the Above,1636,6,1642,0.85
