st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,72,Deotalab,AMARNATH-PATEL URAF-W-BHIYA,Bahujan Samaj Party,30114,137,30251,19.46
S12,Madhya Pradesh,72,Deotalab,GIRISH GAUTAM,Bharatiya Janata Party,63385,337,63722,40.99
S12,Madhya Pradesh,72,Deotalab,"DILEEP SINGH ""GUDU BHAIYA""",Aam Aadmi Party,1749,7,1756,1.13
S12,Madhya Pradesh,72,Deotalab,PADMESH GAUTAM,Indian National Congress,38767,569,39336,25.3
S12,Madhya Pradesh,72,Deotalab,ASHA TIWARI,Bhartiya Shakti Chetna Party,672,0,672,0.43
S12,Madhya Pradesh,72,Deotalab,POOJA PATEL,Peoples Party of India (Democratic),209,4,213,0.14
S12,Madhya Pradesh,72,Deotalab,BANS ROOP KATHEL,Bhagidari Party(P),187,0,187,0.12
S12,Madhya Pradesh,72,Deotalab,RAHUL DEO SAKET,Bahujan Mukti Party,196,1,197,0.13
S12,Madhya Pradesh,72,Deotalab,SATEESH TIWARI URAF SATEESH BHAIYA,Vindhya Janta Party,328,1,329,0.21
S12,Madhya Pradesh,72,Deotalab,SEEMA JAIVEER SINGH SENGAR,Samajwadi Party,14100,52,14152,9.1
S12,Madhya Pradesh,72,Deotalab,KALPANA RAWAT,Independent,472,6,478,0.31
S12,Madhya Pradesh,72,Deotalab,CHOTTE LAL SINGH GODE(TEKAM) KADDI,Independent,425,1,426,0.27
S12,Madhya Pradesh,72,Deotalab,MAHESH PRASAD KORI,Independent,526,1,527,0.34
S12,Madhya Pradesh,72,Deotalab,RAJ KUMAR PATEL,Independent,423,1,424,0.27
S12,Madhya Pradesh,72,Deotalab,ADV. RAMYAGYA SONDHIYA,Independent,1607,6,1613,1.04
S12,Madhya Pradesh,72,Deotalab,NOTA,None of the Above,1172,4,1176,0.76
