st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,116,Keolari,RAJNEESH HARVANSH SINGH,Indian National Congress,121666,1148,122814,53.2
S12,Madhya Pradesh,116,Keolari,RAKESH PAL SINGH,Bharatiya Janata Party,88713,341,89054,38.58
S12,Madhya Pradesh,116,Keolari,JAYKUMAR,Gana Suraksha Party,744,1,745,0.32
S12,Madhya Pradesh,116,Keolari,DR.SATISH NAG(DOCTOR SAHAB),Mahakaushal Rashtriya Party,272,2,274,0.12
S12,Madhya Pradesh,116,Keolari,AANAND BAGHEL,Independent,341,5,346,0.15
S12,Madhya Pradesh,116,Keolari,KALEEMUDDEEN (MOULANA),Independent,148,1,149,0.06
S12,Madhya Pradesh,116,Keolari,GAJENDRASING,Independent,329,1,330,0.14
S12,Madhya Pradesh,116,Keolari,TEKCHAND BARMAIYA,Independent,244,2,246,0.11
S12,Madhya Pradesh,116,Keolari,PREETAM UIKEY,Independent,11618,21,11639,5.04
S12,Madhya Pradesh,116,Keolari,BHEEM LODHI,Independent,764,0,764,0.33
S12,Madhya Pradesh,116,Keolari,Dr. SUNIL RAI,Independent,827,1,828,0.36
S12,Madhya Pradesh,116,Keolari,SANJAY KUMAR MISHRA,Independent,1176,1,1177,0.51
S12,Madhya Pradesh,116,Keolari,NOTA,None of the Above,2482,10,2492,1.08
