st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,59,Gunnaor,JEEVAN LAL SIDDHARTH,Indian National Congress,75183,853,76036,45.2
S12,Madhya Pradesh,59,Gunnaor,DEVIDEEN 'ASHU',Bahujan Samaj Party,5927,19,5946,3.53
S12,Madhya Pradesh,59,Gunnaor,RAJESH KUMAR VERMA,Bharatiya Janata Party,76907,289,77196,45.89
S12,Madhya Pradesh,59,Gunnaor,AMITA BAGRI,Samajwadi Party,3874,18,3892,2.31
S12,Madhya Pradesh,59,Gunnaor,ARViND- BAGRI,Vindhya Janta Party,495,3,498,0.3
S12,Madhya Pradesh,59,Gunnaor,JEETENDRA KUMAR DAHAYAT,Jan Adhikar Party,438,3,441,0.26
S12,Madhya Pradesh,59,Gunnaor,SHRI - POORAN LAL KORI,Peoples Party of India (Democratic),595,3,598,0.36
S12,Madhya Pradesh,59,Gunnaor,PARSU CHAUDHARY,Independent,778,1,779,0.46
S12,Madhya Pradesh,59,Gunnaor,SANT LAL PRAJAPATI URF- TIGER,Independent,808,1,809,0.48
S12,Madhya Pradesh,59,Gunnaor,NOTA,None of the Above,2008,4,2012,1.2
