st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,154,Govindpura,UMA DEVI,Bahujan Samaj Party,2492,60,2552,1.02
S12,Madhya Pradesh,154,Govindpura,KRISHNA GAUR,Bharatiya Janata Party,171318,1841,173159,68.96
S12,Madhya Pradesh,154,Govindpura,"RAVINDRA SAHU ""JHOOMARWALA""",Indian National Congress,65294,1197,66491,26.48
S12,Madhya Pradesh,154,Govindpura,SAJJAN SINGH PARMAR,Aam Aadmi Party,3524,78,3602,1.43
S12,Madhya Pradesh,154,Govindpura,AJAY VERMA,Rashtravadi Bharat Party,116,0,116,0.05
S12,Madhya Pradesh,154,Govindpura,AANAND JAIN,Indian Peoples Adhikar Party,436,5,441,0.18
S12,Madhya Pradesh,154,Govindpura,INDRAL KUMAR BID,Bhartiya Gan Varta Party,94,0,94,0.04
S12,Madhya Pradesh,154,Govindpura,BHAVESH BAMANIYA,Right to Recall Party,103,0,103,0.04
S12,Madhya Pradesh,154,Govindpura,MANOJ KUMAR,Bhartiya Shakti Chetna Party,92,0,92,0.04
S12,Madhya Pradesh,154,Govindpura,MRIDALINI SINGH SANGAR,Vastavik Bharat Party,179,1,180,0.07
S12,Madhya Pradesh,154,Govindpura,VINOD LOGARIA,Socialist Unity Centre Of India (COMMUNIST),134,5,139,0.06
S12,Madhya Pradesh,154,Govindpura,DR. VIVEK PARIHAR,Samajwadi Party,199,1,200,0.08
S12,Madhya Pradesh,154,Govindpura,ABDUL TAHIR ADVOCATE (BABLU RAJNIKANT),Independent,116,1,117,0.05
S12,Madhya Pradesh,154,Govindpura,MUDIT CHAURASIA,Independent,194,2,196,0.08
S12,Madhya Pradesh,154,Govindpura,RAMSWAROOP SINGH KHALSA,Independent,260,1,261,0.1
S12,Madhya Pradesh,154,Govindpura,VISHAL BINDAL,Independent,513,1,514,0.2
S12,Madhya Pradesh,154,Govindpura,HITENDRA SHAHARE,Independent,295,5,300,0.12
S12,Madhya Pradesh,154,Govindpura,NOTA,None of the Above,2506,55,2561,1.02
