st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,158,Ichhawar,KARAN SINGH VERMA,Bharatiya Janata Party,102733,472,103205,52.59
S12,Madhya Pradesh,158,Ichhawar,SHAILENDRA PATEL,Indian National Congress,86093,766,86859,44.26
S12,Madhya Pradesh,158,Ichhawar,HARI PRASAD SISODIYA,Bahujan Samaj Party,1281,12,1293,0.66
S12,Madhya Pradesh,158,Ichhawar,JITENDRA KUMAR,Aazad Samaj Party (Kanshi Ram),1300,3,1303,0.66
S12,Madhya Pradesh,158,Ichhawar,DHOOL SINGH DHAMMA,Bahujan Mukti Party,116,0,116,0.06
S12,Madhya Pradesh,158,Ichhawar,AJABSINGH MEWADA,Independent,781,3,784,0.4
S12,Madhya Pradesh,158,Ichhawar,GURMEET SINGH GANDHI,Independent,117,0,117,0.06
S12,Madhya Pradesh,158,Ichhawar,JAIN,Independent,105,0,105,0.05
S12,Madhya Pradesh,158,Ichhawar,DAULAT SINGH,Independent,268,0,268,0.14
S12,Madhya Pradesh,158,Ichhawar,MOHAN SINGH,Independent,281,0,281,0.14
S12,Madhya Pradesh,158,Ichhawar,RMESH BARELA,Independent,580,0,580,0.3
S12,Madhya Pradesh,158,Ichhawar,NOTA,None of the Above,1316,6,1322,0.67
