st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,100,Jabalpur West,TARUN BHANOT,Indian National Congress,64946,1188,66134,39.72
S12,Madhya Pradesh,100,Jabalpur West,AD. DINESH KUMAR KUSHWAHA,Bahujan Samaj Party,1302,24,1326,0.8
S12,Madhya Pradesh,100,Jabalpur West,RAKESH SINGH,Bharatiya Janata Party,95381,887,96268,57.82
S12,Madhya Pradesh,100,Jabalpur West,GEETA PATHAK,Sarvadharam Party (Madhya Pradesh),399,2,401,0.24
S12,Madhya Pradesh,100,Jabalpur West,SACHIN GUPTA,Indian Peoples Adhikar Party,116,1,117,0.07
S12,Madhya Pradesh,100,Jabalpur West,PIYUSH VERMA,Independent,73,0,73,0.04
S12,Madhya Pradesh,100,Jabalpur West,BRAMHANAND BAIRAGI,Independent,76,0,76,0.05
S12,Madhya Pradesh,100,Jabalpur West,RAMESH DHARVE,Independent,126,2,128,0.08
S12,Madhya Pradesh,100,Jabalpur West,RAM PRAKASH KUSHWAHA,Independent,319,3,322,0.19
S12,Madhya Pradesh,100,Jabalpur West,VISHNU KUMAR JAROLIYA,Independent,213,0,213,0.13
S12,Madhya Pradesh,100,Jabalpur West,NOTA,None of the Above,1434,11,1445,0.87
