st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,114,Barghat,ARJUN SINGH KAKODIA,Indian National Congress,94029,964,94993,43.93
S12,Madhya Pradesh,114,Barghat,KAMAL MARSKOLE,Bharatiya Janata Party,111614,460,112074,51.83
S12,Madhya Pradesh,114,Barghat,KIRAN MARKAM,Bahujan Samaj Party,1678,16,1694,0.78
S12,Madhya Pradesh,114,Barghat,ANIL SINGH GOND(GONGE BHAIYA),Sanyukt Kranti Party,350,2,352,0.16
S12,Madhya Pradesh,114,Barghat,RAJKUMAR SARYAM ( RAJJU),Rashtriya Gondvana Party,369,5,374,0.17
S12,Madhya Pradesh,114,Barghat,RAJKUMARI DHURVE,Mahakaushal Rashtriya Party,290,0,290,0.13
S12,Madhya Pradesh,114,Barghat,SAWAN KUMAR,Bahujan Mukti Party,391,2,393,0.18
S12,Madhya Pradesh,114,Barghat,AJAY PARTE,Independent,470,3,473,0.22
S12,Madhya Pradesh,114,Barghat,YASHPAL BHALAVI (MASAB),Independent,567,1,568,0.26
S12,Madhya Pradesh,114,Barghat,SUNIL UIKEY,Independent,2793,3,2796,1.29
S12,Madhya Pradesh,114,Barghat,NOTA,None of the Above,2195,14,2209,1.02
