st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,127,Parasiya,JYOTI DEHARIYA,Bharatiya Janata Party,85357,702,86059,46.57
S12,Madhya Pradesh,127,Parasiya,SOHANLAL BALMIK,Indian National Congress,87149,1078,88227,47.75
S12,Madhya Pradesh,127,Parasiya,JYOTI DEHARIYA,Republican Party of India (A),1510,3,1513,0.82
S12,Madhya Pradesh,127,Parasiya,SATEESH KUMAR NAGWANSHI,Gondvana Gantantra Party,726,8,734,0.4
S12,Madhya Pradesh,127,Parasiya,Ashok Barasiya,Independent,196,0,196,0.11
S12,Madhya Pradesh,127,Parasiya,KAILASH NAGALKAR (SONU),Independent,207,1,208,0.11
S12,Madhya Pradesh,127,Parasiya,JYOTI,Independent,355,2,357,0.19
S12,Madhya Pradesh,127,Parasiya,"TUKARAM DURGE ""MASAB""",Independent,458,4,462,0.25
S12,Madhya Pradesh,127,Parasiya,RUPESH BALMIK,Independent,228,0,228,0.12
S12,Madhya Pradesh,127,Parasiya,''SANTOSHI DEHARIYA'',Independent,1693,13,1706,0.92
S12,Madhya Pradesh,127,Parasiya,SAGAR BELWANSHI,Independent,591,0,591,0.32
S12,Madhya Pradesh,127,Parasiya,SURESH BUNKAR (SATANKAR),Independent,1443,3,1446,0.78
S12,Madhya Pradesh,127,Parasiya,NOTA,None of the Above,3043,6,3049,1.65
