st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S29,Telangana,86,Devarakonda (ST),KETHAVATH LALU,Bharatiya Janata Party,9750,65,9815,4.59
S29,Telangana,86,Devarakonda (ST),BALU NAIK NENAVATH,Indian National Congress,110456,888,111344,52.06
S29,Telangana,86,Devarakonda (ST),DR. MUDAVATH VENKATESH,Bahujan Samaj Party,3995,22,4017,1.88
S29,Telangana,86,Devarakonda (ST),RAVINDRA KUMAR RAMAVATH,Bharat Rashtra Samithi,81035,288,81323,38.02
S29,Telangana,86,Devarakonda (ST),KETHAVATH BABU RAM,Vidhyarthula Rajakiya Party,627,0,627,0.29
S29,Telangana,86,Devarakonda (ST),KORRA LAKPATHI,Socialist Party (India),690,2,692,0.32
S29,Telangana,86,Devarakonda (ST),RAMESH BABU KETHAVATH,Telangana Republican Party,282,2,284,0.13
S29,Telangana,86,Devarakonda (ST),RAVI NAIK GUGULOTHU,Dharma Samaj Party,244,0,244,0.11
S29,Telangana,86,Devarakonda (ST),KISHAN. E,Independent,299,0,299,0.14
S29,Telangana,86,Devarakonda (ST),KELAVATH VASHYA,Independent,352,0,352,0.16
S29,Telangana,86,Devarakonda (ST),MUDAVATH SEETHRAM,Independent,852,4,856,0.4
S29,Telangana,86,Devarakonda (ST),RAMAVATH GOPAL KRISHNA,Independent,1353,1,1354,0.63
S29,Telangana,86,Devarakonda (ST),SREENU VADTHYA,Independent,1058,3,1061,0.5
S29,Telangana,86,Devarakonda (ST),NOTA,None of the Above,1607,6,1613,0.75
