st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S29,Telangana,91,Suryapet,GUNTAKANDLA JAGADISH REDDY,Bharat Rashtra Samithi,74433,710,75143,36.36
S29,Telangana,91,Suryapet,DAMODAR REDDY RAMREDDY,Indian National Congress,68685,1852,70537,34.13
S29,Telangana,91,Suryapet,JANAIAH.VATTI,Bahujan Samaj Party,13734,173,13907,6.73
S29,Telangana,91,Suryapet,SANKINENI VENKATESHWAR RAO,Bharatiya Janata Party,40072,335,40407,19.55
S29,Telangana,91,Suryapet,CHERUKU KIRAN KUMAR,Dharma Samaj Party,399,5,404,0.2
S29,Telangana,91,Suryapet,KIRAN VANGAPALLI,Republican Sena,74,1,75,0.04
S29,Telangana,91,Suryapet,TARALA ANJANEYULU,Jana Shankhaaraavam Party,73,0,73,0.04
S29,Telangana,91,Suryapet,PALLETI RAMESH,Bahujan Mukti Party,71,0,71,0.03
S29,Telangana,91,Suryapet,VARIKUPPALA VENKANNA,Marxist Communist Party of India (United),119,1,120,0.06
S29,Telangana,91,Suryapet,LINGIDI.VENKATESHWARLU,Prajavani Party,231,4,235,0.11
S29,Telangana,91,Suryapet,SHEELOJU RAJASHEKAR,Yuga Thulasi Party,219,2,221,0.11
S29,Telangana,91,Suryapet,KOTHAPALLI RENUKA,Independent,183,2,185,0.09
S29,Telangana,91,Suryapet,CHAMAKURI.NARSAIAH,Independent,391,0,391,0.19
S29,Telangana,91,Suryapet,DHARAVATH VENKATESH,Independent,542,0,542,0.26
S29,Telangana,91,Suryapet,MATTAPALLI.LINGAIAH,Independent,432,0,432,0.21
S29,Telangana,91,Suryapet,MARRI NEHEMIAH,Independent,1071,1,1072,0.52
S29,Telangana,91,Suryapet,MARAM.VENKAT REDDY,Independent,961,0,961,0.46
S29,Telangana,91,Suryapet,MUPPANI LINGA REDDY,Independent,260,2,262,0.13
S29,Telangana,91,Suryapet,MURALI KANDULA,Independent,677,2,679,0.33
S29,Telangana,91,Suryapet,ESHWAR YATHAKULA,Independent,177,1,178,0.09
S29,Telangana,91,Suryapet,NOTA,None of the Above,760,14,774,0.37
