st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S29,Telangana,54,Pargi,E ANANDAM,Bahujan Samaj Party,2100,51,2151,1.07
S29,Telangana,54,Pargi,MARUTHI KIRAN BOONETI,Bharatiya Janata Party,16174,479,16653,8.27
S29,Telangana,54,Pargi,K. MAHESH REDDY,Bharat Rashtra Samithi,74099,424,74523,37.01
S29,Telangana,54,Pargi,TAMMANNAGARI RAM MOHAN REDDY,Indian National Congress,96637,1899,98536,48.93
S29,Telangana,54,Pargi,GATTAYA NAIK PATHLAVATH,Bahujan Mukti Party,1066,3,1069,0.53
S29,Telangana,54,Pargi,BHASKAR BEGARI,Telangana Republican Party,158,2,160,0.08
S29,Telangana,54,Pargi,MANGALI NARESH,Dharma Samaj Party,262,16,278,0.14
S29,Telangana,54,Pargi,MOHAMMED SALEEM,Bharatha Chaitanya Yuvajana Party,199,0,199,0.1
S29,Telangana,54,Pargi,MAHESH REDDY BAREDDY,Alliance of Democratic Reforms Party,2181,1,2182,1.08
S29,Telangana,54,Pargi,SRISHILAM BAIKANI,Samaikyandhra Parirakshana Samithi,934,0,934,0.46
S29,Telangana,54,Pargi,DUDEKULA GOUSE,Independent,503,0,503,0.25
S29,Telangana,54,Pargi,BERI RAMACHANDAR YADAV,Independent,361,0,361,0.18
S29,Telangana,54,Pargi,G. MALLESHAM GOUD,Independent,736,1,737,0.37
S29,Telangana,54,Pargi,MUKUNDA NAGESHWAR,Independent,1391,5,1396,0.69
S29,Telangana,54,Pargi,BOINI RAGHAVENDRA,Independent,573,1,574,0.29
S29,Telangana,54,Pargi,NOTA,None of the Above,1119,5,1124,0.56
