st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S29,Telangana,46,Kukatpally,BANDARIGALLA SANJEEVA RAO,Bahujan Samaj Party,1371,11,1382,0.55
S29,Telangana,46,Kukatpally,MADHAVARAM KRISHNA RAO,Bharat Rashtra Samithi,135276,359,135635,54.08
S29,Telangana,46,Kukatpally,BANDI RAMESH,Indian National Congress,64871,377,65248,26.02
S29,Telangana,46,Kukatpally,CH.THIRUPATHI,Marxist Communist Party of India (United),291,0,291,0.12
S29,Telangana,46,Kukatpally,SESHAMATAM NAVEEN KUMAR,Telangana Rajya Samithi,317,1,318,0.13
S29,Telangana,46,Kukatpally,MADALA PRASAD,Jatiya Jana Sena Party,762,0,762,0.3
S29,Telangana,46,Kukatpally,MUMMAREDDY PREMA KUMAR,Janasena Party,39711,119,39830,15.88
S29,Telangana,46,Kukatpally,BHAKTHAVATSALAM,Loktantrik Janta Dal,134,0,134,0.05
S29,Telangana,46,Kukatpally,BHOJ RAJ KOYALKAR,Shramajeevi Party,123,0,123,0.05
S29,Telangana,46,Kukatpally,MAAMILLA ANAND,India Praja Bandhu Party,140,0,140,0.06
S29,Telangana,46,Kukatpally,ACHYUTHANAND,Praja Ektha Party,91,0,91,0.04
S29,Telangana,46,Kukatpally,SANDRA SUNIL KUMAR,Dharma Samaj Party,189,3,192,0.08
S29,Telangana,46,Kukatpally,ALYANA DILLESHWARI,Independent,225,0,225,0.09
S29,Telangana,46,Kukatpally,PAWAN KALYAN,Independent,189,0,189,0.08
S29,Telangana,46,Kukatpally,VARADA RAJU KOLA,Independent,177,0,177,0.07
S29,Telangana,46,Kukatpally,CHALIKA PARVATHI,Independent,290,0,290,0.12
S29,Telangana,46,Kukatpally,CHUKKA SRINIVAS RAO,Independent,344,0,344,0.14
S29,Telangana,46,Kukatpally,C. CHANDRA SEKHAR,Independent,321,0,321,0.13
S29,Telangana,46,Kukatpally,THOOMU YELLA RAO,Independent,268,0,268,0.11
S29,Telangana,46,Kukatpally,BASHETTY NARSING RAO,Independent,1769,0,1769,0.71
S29,Telangana,46,Kukatpally,MUTTAIAH JERRIPOTHULA,Independent,141,1,142,0.06
S29,Telangana,46,Kukatpally,SATISH CHARY,Independent,148,1,149,0.06
S29,Telangana,46,Kukatpally,VENKATA BALA KRISHNA AREKAPUDI,Independent,86,0,86,0.03
S29,Telangana,46,Kukatpally,SUDHAKAR MENDE YADAV,Independent,229,1,230,0.09
S29,Telangana,46,Kukatpally,NOTA,None of the Above,2446,12,2458,0.98
