st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S29,Telangana,84,Shadnagar,ANJAIAH YELGANAMONI,Bharat Rashtra Samithi,70385,304,70689,36.15
S29,Telangana,84,Shadnagar,ANDE BABAIAH,Bharatiya Janata Party,8078,86,8164,4.17
S29,Telangana,84,Shadnagar,PASUPULA PRASANT KUMAR,Bahujan Samaj Party,2613,10,2623,1.34
S29,Telangana,84,Shadnagar,K SHANKARAIAH,Indian National Congress,76947,870,77817,39.79
S29,Telangana,84,Shadnagar,PALAMUR VISHNUVARDHAN REDDY,All India Forward Bloc,31426,225,31651,16.19
S29,Telangana,84,Shadnagar,MOHAMMED KHAJA MUFEEZUDDIN,Jai Swaraj Party,221,1,222,0.11
S29,Telangana,84,Shadnagar,MANCHALA BIKSHAPATHI,Dharma Samaj Party,900,4,904,0.46
S29,Telangana,84,Shadnagar,MD RAHAMADDIN,All India Samata Party,134,1,135,0.07
S29,Telangana,84,Shadnagar,VINAY KUMAR SARA,Vidhyarthula Rajakiya Party,107,0,107,0.05
S29,Telangana,84,Shadnagar,ANJAIAH,Independent,245,14,259,0.13
S29,Telangana,84,Shadnagar,THUPPUDU NARSAIAH,Independent,260,0,260,0.13
S29,Telangana,84,Shadnagar,NARSIIMMHHA,Independent,658,3,661,0.34
S29,Telangana,84,Shadnagar,MADDELA CHANDRAMOULI,Independent,410,3,413,0.21
S29,Telangana,84,Shadnagar,K RAGHAVENDAR,Independent,259,2,261,0.13
S29,Telangana,84,Shadnagar,NOTA,None of the Above,1384,5,1389,0.71
