st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,67,Rampur Baghelan,Akbar Uddin Owaisi,All India Majlis-E-Ittehadul Muslimeen,99545,231,99776,64.89
S12,Madhya Pradesh,67,Rampur Baghelan,Kowdi Mahender,Bharatiya Janata Party,16267,147,16414,10.67
S12,Madhya Pradesh,67,Rampur Baghelan,B.NAGESH,Indian National Congress,14476,113,14589,9.49
S12,Madhya Pradesh,67,Rampur Baghelan,M. Ramcharan Das,Bahujan Samaj Party,358,4,362,0.24
S12,Madhya Pradesh,67,Rampur Baghelan,MUPPI SEETHARAM REDDY,Bharat Rashtra Samithi,18078,38,18116,11.78
S12,Madhya Pradesh,67,Rampur Baghelan,Anitha Mali,Jai Maha Bharath Party,115,1,116,0.08
S12,Madhya Pradesh,67,Rampur Baghelan,Abdul Rahaman Mantrala,Dharma Samaj Party,62,0,62,0.04
S12,Madhya Pradesh,67,Rampur Baghelan,ADALA KARUNA,Yuga Thulasi Party,246,0,246,0.16
S12,Madhya Pradesh,67,Rampur Baghelan,Asia Tasneem Sultana,Navarang Congress Party,111,0,111,0.07
S12,Madhya Pradesh,67,Rampur Baghelan,Rashed Hashmi,Majlis Bachao Tahreek,804,0,804,0.52
S12,Madhya Pradesh,67,Rampur Baghelan,Amjad Khan,Independent,257,0,257,0.17
S12,Madhya Pradesh,67,Rampur Baghelan,Gorla Bharath Raj,Independent,93,0,93,0.06
S12,Madhya Pradesh,67,Rampur Baghelan,Gandham Satyanarayana,Independent,1189,1,1190,0.77
S12,Madhya Pradesh,67,Rampur Baghelan,D. Bhanu Chander,Independent,175,0,175,0.11
S12,Madhya Pradesh,67,Rampur Baghelan,NOTA,None of the Above,1444,16,1460,0.95
