st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,117,Lakhnadon,YERRA KAMESH,Bahujan Samaj Party,1870,9,1879,1.0
S12,Madhya Pradesh,117,Lakhnadon,VANAMA VENKATESWARA RAO,Bharat Rashtra Samithi,37427,128,37555,19.98
S12,Madhya Pradesh,117,Lakhnadon,KUNAMNENI SAMBASIVA RAO,Communist Party of India,79636,700,80336,42.75
S12,Madhya Pradesh,117,Lakhnadon,JALAGAM VENKAT RAO,All India Forward Bloc,53095,694,53789,28.62
S12,Madhya Pradesh,117,Lakhnadon,JEEVAN KOPPULA,Dharma Samaj Party,261,0,261,0.14
S12,Madhya Pradesh,117,Lakhnadon,TALLADA VENKATESWARLU,Alliance of Democratic Reforms Party,1710,0,1710,0.91
S12,Madhya Pradesh,117,Lakhnadon,POTRU PRAVEEN KUMARU,Yuva Taram Party,321,1,322,0.17
S12,Madhya Pradesh,117,Lakhnadon,MUKKU VENKATA NARSAREDDY,Pyramid Party of India,101,1,102,0.05
S12,Madhya Pradesh,117,Lakhnadon,SRINIVASA RAO KAVUDAGANI,Bharatha Chaitanya Yuvajana Party,414,0,414,0.22
S12,Madhya Pradesh,117,Lakhnadon,Sanapa Koteswara Rao,Gondwana Dandkaranya Party,259,2,261,0.14
S12,Madhya Pradesh,117,Lakhnadon,SURENDARRAO LAKKINENI,Janasena Party,1922,23,1945,1.04
S12,Madhya Pradesh,117,Lakhnadon,AVUTAPALLI RAMA LINGESHWARA RAO,Independent,228,4,232,0.12
S12,Madhya Pradesh,117,Lakhnadon,AZAM SHAIK,Independent,652,0,652,0.35
S12,Madhya Pradesh,117,Lakhnadon,EMANDI UDAY KUMAR,Independent,886,0,886,0.47
S12,Madhya Pradesh,117,Lakhnadon,KATUKOJWALA NAGESWARA RAO,Independent,454,1,455,0.24
S12,Madhya Pradesh,117,Lakhnadon,KOYYALA SARITHA,Independent,592,1,593,0.32
S12,Madhya Pradesh,117,Lakhnadon,GUMALAPURAM SATYANARAYANA,Independent,308,1,309,0.16
S12,Madhya Pradesh,117,Lakhnadon,CHENNAIAH UNDETI,Independent,437,0,437,0.23
S12,Madhya Pradesh,117,Lakhnadon,THANDRA VENKATESHWARLU,Independent,836,0,836,0.44
S12,Madhya Pradesh,117,Lakhnadon,THUMMALAPALLI RAMBABU,Independent,766,0,766,0.41
S12,Madhya Pradesh,117,Lakhnadon,DODDAPANENI SHESHAGIRI RAO,Independent,130,0,130,0.07
S12,Madhya Pradesh,117,Lakhnadon,NARSAIAH SRAVANABOINA,Independent,163,0,163,0.09
S12,Madhya Pradesh,117,Lakhnadon,BARLA VENKAT RAO,Independent,228,0,228,0.12
S12,Madhya Pradesh,117,Lakhnadon,BUCHAIAH KOMARAM,Independent,202,0,202,0.11
S12,Madhya Pradesh,117,Lakhnadon,MALOTH SRINIVAS,Independent,483,1,484,0.26
S12,Madhya Pradesh,117,Lakhnadon,RAMANA REDDY SUREDDY,Independent,115,0,115,0.06
S12,Madhya Pradesh,117,Lakhnadon,RAMESH BANOTU,Independent,406,4,410,0.22
S12,Madhya Pradesh,117,Lakhnadon,LENIN KALTHI,Independent,482,0,482,0.26
S12,Madhya Pradesh,117,Lakhnadon,VENUGOPAL REDDY GUJJULA,Independent,309,0,309,0.16
S12,Madhya Pradesh,117,Lakhnadon,SRINIVASA REDDY MARAM,Independent,230,0,230,0.12
S12,Madhya Pradesh,117,Lakhnadon,NOTA,None of the Above,1420,7,1427,0.76
