st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S29,Telangana,119,Bhadrachalam (ST),Irpa. Ravikumar,Bahujan Samaj Party,1297,6,1303,1.1
S29,Telangana,119,Bhadrachalam (ST),Karam. Pullaiah.,Communist Party of India (Marxist),5809,51,5860,4.96
S29,Telangana,119,Bhadrachalam (ST),Kunja Dharmarao,Bharatiya Janata Party,1916,15,1931,1.63
S29,Telangana,119,Bhadrachalam (ST),Dr. Tellam Venkata Rao,Bharat Rashtra Samithi,52972,280,53252,45.08
S29,Telangana,119,Bhadrachalam (ST),Podem Veeraiah,Indian National Congress,46757,776,47533,40.24
S29,Telangana,119,Bhadrachalam (ST),Aruna Chintha,Gondwana Dandkaranya Party,723,2,725,0.61
S29,Telangana,119,Bhadrachalam (ST),Punem Pradeep Kumar,Bharatha Chaitanya Yuvajana Party,303,3,306,0.26
S29,Telangana,119,Bhadrachalam (ST),Madakam. Mithra,Vidhyarthula Rajakiya Party,328,3,331,0.28
S29,Telangana,119,Bhadrachalam (ST),Ravva. Bhadramma,Dharma Samaj Party,393,2,395,0.33
S29,Telangana,119,Bhadrachalam (ST),Ubba. Seetharamulu,Independent,822,1,823,0.7
S29,Telangana,119,Bhadrachalam (ST),Nakka. Saibabu,Independent,1326,1,1327,1.12
S29,Telangana,119,Bhadrachalam (ST),Pandra. Hemasundar,Independent,585,3,588,0.5
S29,Telangana,119,Bhadrachalam (ST),Marmam Thirupathamma,Independent,2080,3,2083,1.76
S29,Telangana,119,Bhadrachalam (ST),NOTA,None of the Above,1666,6,1672,1.42
