st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S29,Telangana,58,Malakpet,AJEET REDDY. T,Bharat Rashtra Samithi,18583,63,18646,14.12
S29,Telangana,58,Malakpet,ALGOLA RAMESH,Bahujan Samaj Party,453,7,460,0.35
S29,Telangana,58,Malakpet,AHMED BIN ABDULLAH BALALA,All India Majlis-E-Ittehadul Muslimeen,55609,196,55805,42.27
S29,Telangana,58,Malakpet,SHAIK AKBAR,Indian National Congress,29516,183,29699,22.5
S29,Telangana,58,Malakpet,SAMREDDY SURENDER REDDY,Bharatiya Janata Party,23535,196,23731,17.97
S29,Telangana,58,Malakpet,ADAM AHMED SHAIK,Vidhyarthula Rajakiya Party,108,0,108,0.08
S29,Telangana,58,Malakpet,AMBI HANUMANTH RAO,Socialist Party (India),640,1,641,0.49
S29,Telangana,58,Malakpet,KONDRAPALLY MANJULA,Dharma Samaj Party,71,1,72,0.05
S29,Telangana,58,Malakpet,KONENTI SUDERSHAN,India Praja Bandhu Party,33,0,33,0.02
S29,Telangana,58,Malakpet,KHAJA MOINUDDIN,All India Majlis-E-Inquilab-E-Millat,78,2,80,0.06
S29,Telangana,58,Malakpet,GADDAM ANITHA,Gana Suraksha Party,37,0,37,0.03
S29,Telangana,58,Malakpet,PENDEKANTI RAVI KUMAR,Aazad Samaj Party (Kanshi Ram),81,0,81,0.06
S29,Telangana,58,Malakpet,M. MOHD HUSSAIN,Navarang Congress Party,52,3,55,0.04
S29,Telangana,58,Malakpet,I. LATHA,Yuga Thulasi Party,149,2,151,0.11
S29,Telangana,58,Malakpet,SYED ANWAR,Anna YSR Congress Party,52,0,52,0.04
S29,Telangana,58,Malakpet,SYED ALI RAJ MOHAMMED,Aabaad Party,207,0,207,0.16
S29,Telangana,58,Malakpet,L. ASHOKNATH,Independent,183,0,183,0.14
S29,Telangana,58,Malakpet,M. KIRAN,Independent,61,0,61,0.05
S29,Telangana,58,Malakpet,GUVVALA SATISH KUMAR,Independent,200,1,201,0.15
S29,Telangana,58,Malakpet,POLKAM SRINIVAS,Independent,279,0,279,0.21
S29,Telangana,58,Malakpet,BOGGULLA SUNIITHHA,Independent,55,0,55,0.04
S29,Telangana,58,Malakpet,BHARGAVI KAJJAYAM,Independent,57,1,58,0.04
S29,Telangana,58,Malakpet,MOHAMMED AKRAM ALI KHAN,Independent,88,0,88,0.07
S29,Telangana,58,Malakpet,MOHAMMED SAADULLAH KHAN,Independent,110,0,110,0.08
S29,Telangana,58,Malakpet,A. RAJESHWAR YADAV,Independent,31,0,31,0.02
S29,Telangana,58,Malakpet,J. SHYAM SUNDER RAO,Independent,92,1,93,0.07
S29,Telangana,58,Malakpet,SYED BILAL,Independent,126,0,126,0.1
S29,Telangana,58,Malakpet,NOTA,None of the Above,876,5,881,0.67
