st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S29,Telangana,37,Narsapur,ARRA GOLLA MURLIDHAR YADAV,Bharatiya Janata Party,22713,152,22865,11.54
S29,Telangana,37,Narsapur,K NARSIMHULU,Bahujan Samaj Party,1085,5,1090,0.55
S29,Telangana,37,Narsapur,AAVULA RAJI REDDY,Indian National Congress,78957,598,79555,40.17
S29,Telangana,37,Narsapur,VAKITI SUNITHA LAXMA REDDY,Bharat Rashtra Samithi,88104,306,88410,44.64
S29,Telangana,37,Narsapur,AGAMAIAH GOURIGARI,Bharatha Chaitanya Yuvajana Party,603,1,604,0.3
S29,Telangana,37,Narsapur,JANAPATI NARSIMLU,India Praja Bandhu Party,198,1,199,0.1
S29,Telangana,37,Narsapur,CHEKURTHI LAXMA REDDY,Independent,1097,1,1098,0.55
S29,Telangana,37,Narsapur,DODLA NARAYAN REDDY,Independent,695,0,695,0.35
S29,Telangana,37,Narsapur,PILLUTLA LAKSHMI,Independent,848,2,850,0.43
S29,Telangana,37,Narsapur,BIDIMATTA LAXMI,Independent,751,0,751,0.38
S29,Telangana,37,Narsapur,E. MADHAVI,Independent,559,0,559,0.28
S29,Telangana,37,Narsapur,NOTA,None of the Above,1383,3,1386,0.7
