st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,158,Ichhawar,GANESH GHOGRA,Indian National Congress,68458,880,69338,35.79
S12,Madhya Pradesh,158,Ichhawar,GOTAMLAL,Communist Party of India (Marxist),2296,22,2318,1.2
S12,Madhya Pradesh,158,Ichhawar,JEEVAN LAL,Bahujan Samaj Party,553,8,561,0.29
S12,Madhya Pradesh,158,Ichhawar,DEVENDRA KATARA,Aam Aadmi Party,2317,31,2348,1.21
S12,Madhya Pradesh,158,Ichhawar,BANSHILAL KATARA,Bharatiya Janata Party,45087,515,45602,23.54
S12,Madhya Pradesh,158,Ichhawar,KANTILAL ROAT,Bharat Adivasi Party,49816,469,50285,25.95
S12,Madhya Pradesh,158,Ichhawar,DR. DEEPAK GHOGRA,Bhartiya Tribal Party,1498,21,1519,0.78
S12,Madhya Pradesh,158,Ichhawar,VIJAYA,Abhinav Loktantra Party,1345,9,1354,0.7
S12,Madhya Pradesh,158,Ichhawar,DEVRAM ROAT,Independent,15950,215,16165,8.34
S12,Madhya Pradesh,158,Ichhawar,NOTA,None of the Above,4223,43,4266,2.2
