st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S20,Rajasthan,64,Thanagazi,KANTI PRASAD,Indian National Congress,65983,1367,67350,39.9
S20,Rajasthan,64,Thanagazi,KAILASH,Aam Aadmi Party,19743,133,19876,11.77
S20,Rajasthan,64,Thanagazi,BANWARI LAL SHARMA,Bahujan Samaj Party,689,7,696,0.41
S20,Rajasthan,64,Thanagazi,HEMSINGH,Bharatiya Janata Party,64661,750,65411,38.75
S20,Rajasthan,64,Thanagazi,CHANDRAPRAKASH,Ambedkarite Party of India,740,6,746,0.44
S20,Rajasthan,64,Thanagazi,ROHITASH GHANGHAL,Aazad Samaj Party (Kanshi Ram),4946,25,4971,2.94
S20,Rajasthan,64,Thanagazi,SHWETA,Samajwadi Party,181,0,181,0.11
S20,Rajasthan,64,Thanagazi,ALKESH MEENA,Independent,245,5,250,0.15
S20,Rajasthan,64,Thanagazi,KULDEEP SHARMA,Independent,167,2,169,0.1
S20,Rajasthan,64,Thanagazi,DHANNA LAL,Independent,357,0,357,0.21
S20,Rajasthan,64,Thanagazi,NARESH KUMAR,Independent,354,1,355,0.21
S20,Rajasthan,64,Thanagazi,BODAN LAL BALAI,Independent,745,5,750,0.44
S20,Rajasthan,64,Thanagazi,BHUPESH SINGH RAJAWAT,Independent,5659,37,5696,3.37
S20,Rajasthan,64,Thanagazi,RAMCHARAN KOLI,Independent,896,7,903,0.53
S20,Rajasthan,64,Thanagazi,NOTA,None of the Above,1091,5,1096,0.65
