st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,79,Chitarangi,RITESH SHARMA,Bahujan Samaj Party,52315,620,52935,30.34
S12,Madhya Pradesh,79,Chitarangi,Dr. SHIVCHARAN SINGH KUSHWAHA,Bharatiya Janata Party,45183,454,45637,26.16
S12,Madhya Pradesh,79,Chitarangi,SHOBHARANI KUSHWAH,Indian National Congress,68921,803,69724,39.97
S12,Madhya Pradesh,79,Chitarangi,NASIRUDDIN KHAN,Azad Samaj Party,1817,5,1822,1.04
S12,Madhya Pradesh,79,Chitarangi,SWETA,Samajwadi Party,385,4,389,0.22
S12,Madhya Pradesh,79,Chitarangi,ABDULSIRAJ,Independent,148,1,149,0.09
S12,Madhya Pradesh,79,Chitarangi,ASHARAM,Independent,130,1,131,0.08
S12,Madhya Pradesh,79,Chitarangi,GAFFARUDDIN,Independent,143,1,144,0.08
S12,Madhya Pradesh,79,Chitarangi,PRAMOD KUMAR,Independent,224,2,226,0.13
S12,Madhya Pradesh,79,Chitarangi,RAJKUMAR,Independent,295,2,297,0.17
S12,Madhya Pradesh,79,Chitarangi,SHASHI SINGH,Independent,1126,4,1130,0.65
S12,Madhya Pradesh,79,Chitarangi,SAGIR KHAN,Independent,444,0,444,0.25
S12,Madhya Pradesh,79,Chitarangi,NOTA,None of the Above,1427,3,1430,0.82
