st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S20,Rajasthan,113,Makrana,AMAR SINGH,Rashtriya Loktantrik Party,19788,144,19932,9.68
S20,Rajasthan,113,Makrana,KHEMARAM,Bahujan Samaj Party,673,1,674,0.33
S20,Rajasthan,113,Makrana,JAKIR HUSSAIN GESAWAT,Indian National Congress,95887,657,96544,46.91
S20,Rajasthan,113,Makrana,SUMITA BHINCHAR,Bharatiya Janata Party,66676,554,67230,32.66
S20,Rajasthan,113,Makrana,SIRAJUDDIN,All India Majlis-E-Ittehadul Muslimeen,1162,0,1162,0.56
S20,Rajasthan,113,Makrana,JAIPAL MEGHAWAL,Independent,8986,12,8998,4.37
S20,Rajasthan,113,Makrana,DIPARAM,Independent,634,0,634,0.31
S20,Rajasthan,113,Makrana,MOHAMMD SADIQ,Independent,906,0,906,0.44
S20,Rajasthan,113,Makrana,SURESH CHOUDHARY,Independent,790,1,791,0.38
S20,Rajasthan,113,Makrana,HIMMATSINGH,Independent,7217,57,7274,3.53
S20,Rajasthan,113,Makrana,NOTA,None of the Above,1670,3,1673,0.81
