st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,97,Jabalpur East,Om Prakash Bairwa,Bahujan Samaj Party,1540,14,1554,0.7
S12,Madhya Pradesh,97,Jabalpur East,Dr. Rajendra Singh Meena,Aam Aadmi Party,1472,23,1495,0.68
S12,Madhya Pradesh,97,Jabalpur East,Vikram Singh,Rashtriya Loktantrik Party,19576,197,19773,8.94
S12,Madhya Pradesh,97,Jabalpur East,Vijay Singh Bainsla,Bharatiya Janata Party,85049,777,85826,38.82
S12,Madhya Pradesh,97,Jabalpur East,Harish Chandra Meena,Indian National Congress,103292,1709,105001,47.49
S12,Madhya Pradesh,97,Jabalpur East,Ashish Kumar Nagar,Abhinav Loktantra Party,1005,2,1007,0.46
S12,Madhya Pradesh,97,Jabalpur East,Kanhaiya Lal Laxkar,Rashtravadi Bharat Party,328,0,328,0.15
S12,Madhya Pradesh,97,Jabalpur East,Kamlesh Kumar Mali,Abhinav Rajasthan Party,302,2,304,0.14
S12,Madhya Pradesh,97,Jabalpur East,Raju Raigar,Right to Recall Party,361,3,364,0.16
S12,Madhya Pradesh,97,Jabalpur East,Govind Singh,Independent,327,1,328,0.15
S12,Madhya Pradesh,97,Jabalpur East,Jasram Meena,Independent,613,1,614,0.28
S12,Madhya Pradesh,97,Jabalpur East,Dev Karan,Independent,929,4,933,0.42
S12,Madhya Pradesh,97,Jabalpur East,Manoj Kumar Pareek,Independent,1047,2,1049,0.47
S12,Madhya Pradesh,97,Jabalpur East,Ram Singh Meena,Independent,1051,7,1058,0.48
S12,Madhya Pradesh,97,Jabalpur East,NOTA,None of the Above,1469,6,1475,0.67
