st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S20,Rajasthan,98,Kishangarh,BHAGIRATH CHOUDHARY,Bharatiya Janata Party,37211,323,37534,17.32
S20,Rajasthan,98,Kishangarh,RAMNIWAS,Bahujan Samaj Party,1450,6,1456,0.67
S20,Rajasthan,98,Kishangarh,VIKASH CHOUDHARY,Indian National Congress,82846,799,83645,38.59
S20,Rajasthan,98,Kishangarh,DEEPAK TAK,Right to Recall Party,885,4,889,0.41
S20,Rajasthan,98,Kishangarh,NANDKISHOR MEGHAVANSHI,Aazad Samaj Party (Kanshi Ram),866,5,871,0.4
S20,Rajasthan,98,Kishangarh,NAFIS,"Aam Janmat Party,",517,0,517,0.24
S20,Rajasthan,98,Kishangarh,MAHAVEER PRASAD JAIN,Bhartiya Public Labour Party,886,2,888,0.41
S20,Rajasthan,98,Kishangarh,PUKHRAJ PRAJAPATI,Independent,1070,11,1081,0.5
S20,Rajasthan,98,Kishangarh,BABU LAL BAGARIYA,Independent,2215,2,2217,1.02
S20,Rajasthan,98,Kishangarh,RAJKUMAR SHARMA,Independent,1404,9,1413,0.65
S20,Rajasthan,98,Kishangarh,SATYANARAYAN SEN,Independent,2736,1,2737,1.26
S20,Rajasthan,98,Kishangarh,SURESH TAK,Independent,79263,762,80025,36.92
S20,Rajasthan,98,Kishangarh,NOTA,None of the Above,3464,3,3467,1.6
