st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S20,Rajasthan,183,Mandalgarh,GOPAL LAL SHARMA,Bharatiya Janata Party,92630,489,93119,46.67
S20,Rajasthan,183,Mandalgarh,BAKHTAWAR KHATIK,Bahujan Samaj Party,1761,2,1763,0.88
S20,Rajasthan,183,Mandalgarh,BHERU LAL GURJAR,Rashtriya Loktantrik Party,10498,16,10514,5.27
S20,Rajasthan,183,Mandalgarh,VIVEK DHAKAR,Indian National Congress,84405,520,84925,42.56
S20,Rajasthan,183,Mandalgarh,BHAWANA GURJAR,Bharat Adivasi Party,2275,6,2281,1.14
S20,Rajasthan,183,Mandalgarh,RAMNARAYAN MEENA,Lok Janshakti Party(Ram Vilas),570,2,572,0.29
S20,Rajasthan,183,Mandalgarh,RAMESHWAR LAL,Right to Recall Party,680,2,682,0.34
S20,Rajasthan,183,Mandalgarh,VIVEK VISHNOI,Janata Congress,918,1,919,0.46
S20,Rajasthan,183,Mandalgarh,BHANWAR LAL DHAKER,Independent,891,2,893,0.45
S20,Rajasthan,183,Mandalgarh,BHAGWAN BHIL,Independent,861,0,861,0.43
S20,Rajasthan,183,Mandalgarh,NOTA,None of the Above,2997,3,3000,1.5
