st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S20,Rajasthan,138,Siwana,MAHENDRA KUMAR,Rashtriya Loktantrik Party,7469,17,7486,4.19
S20,Rajasthan,138,Siwana,MANVENDRA SINGH,Indian National Congress,43690,425,44115,24.69
S20,Rajasthan,138,Siwana,SUJARAM,Bahujan Samaj Party,2130,3,2133,1.19
S20,Rajasthan,138,Siwana,HAMEER SINGH BHAYAL,Bharatiya Janata Party,62496,379,62875,35.18
S20,Rajasthan,138,Siwana,SHAITANA SINGH,Indian Peoples Green Party,1379,1,1380,0.77
S20,Rajasthan,138,Siwana,KHET SINGH RAJPUROHIT,Independent,586,1,587,0.33
S20,Rajasthan,138,Siwana,JASWANT SINGH,Independent,509,0,509,0.28
S20,Rajasthan,138,Siwana,POPAT LAL,Independent,911,1,912,0.51
S20,Rajasthan,138,Siwana,MANGUSINGH,Independent,3247,1,3248,1.82
S20,Rajasthan,138,Siwana,SUNIL PARIHAR,Independent,50695,373,51068,28.58
S20,Rajasthan,138,Siwana,HANJARI MAL,Independent,2127,3,2130,1.19
S20,Rajasthan,138,Siwana,NOTA,None of the Above,2259,1,2260,1.26
