st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S20,Rajasthan,103,Beawar,PARASMAL JAIN (PANCH),Indian National Congress,57969,776,58745,32.33
S20,Rajasthan,103,Beawar,SHANKERSINGH RAWAT,Bharatiya Janata Party,67032,591,67623,37.21
S20,Rajasthan,103,Beawar,SHIVANI MEGHWAL,Bahujan Samaj Party,883,10,893,0.49
S20,Rajasthan,103,Beawar,RASUL KATHAT,Indian Peoples Green Party,311,1,312,0.17
S20,Rajasthan,103,Beawar,SATYANARAYAN PALDIYA,Rashtriya Vyapari Party,2706,2,2708,1.49
S20,Rajasthan,103,Beawar,INDER SINGH BAGAWAS,Independent,28169,174,28343,15.6
S20,Rajasthan,103,Beawar,PURUSHOTAM BHATI,Independent,642,6,648,0.36
S20,Rajasthan,103,Beawar,MANOJ CHOUHAN,Independent,7779,161,7940,4.37
S20,Rajasthan,103,Beawar,MAHENDRA SINGH RAWAT,Independent,11534,65,11599,6.38
S20,Rajasthan,103,Beawar,RAJENDRA PRASAD,Independent,528,0,528,0.29
S20,Rajasthan,103,Beawar,SURAJ KUMAR SUYAL,Independent,619,1,620,0.34
S20,Rajasthan,103,Beawar,NOTA,None of the Above,1761,10,1771,0.97
