st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,128,Pandhurna,DR. AJAY TRIVEDI,Rashtriya Loktantrik Party,904,7,911,0.69
S12,Madhya Pradesh,128,Pandhurna,ATUL BHANSALI,Bharatiya Janata Party,70664,528,71192,53.93
S12,Madhya Pradesh,128,Pandhurna,MANISHA PANWAR,Indian National Congress,57214,453,57667,43.68
S12,Madhya Pradesh,128,Pandhurna,ROHIT KUMAR JOSHI,Aam Aadmi Party,484,6,490,0.37
S12,Madhya Pradesh,128,Pandhurna,SUNITA CHOUDHARY,Bahujan Samaj Party,88,2,90,0.07
S12,Madhya Pradesh,128,Pandhurna,MOHAMMAD ATEEK BELIM,Welfare Party Of India,139,1,140,0.11
S12,Madhya Pradesh,128,Pandhurna,RITA PATWA,Communist Party of India,322,1,323,0.24
S12,Madhya Pradesh,128,Pandhurna,VARSHA,People’s Liberal Party,65,4,69,0.05
S12,Madhya Pradesh,128,Pandhurna,ANIRUDDH SINGH,Independent,211,2,213,0.16
S12,Madhya Pradesh,128,Pandhurna,MAHABUB,Independent,69,2,71,0.05
S12,Madhya Pradesh,128,Pandhurna,NOTA,None of the Above,835,9,844,0.64
