st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,90,Manpur,GHANSHYAM,Aam Aadmi Party,862,0,862,0.43
S12,Madhya Pradesh,90,Manpur,MANSINGH GURJAR,Bharatiya Janata Party,63207,982,64189,32.2
S12,Madhya Pradesh,90,Manpur,RANGLAL MEENA,Bahujan Samaj Party,1633,15,1648,0.83
S12,Madhya Pradesh,90,Manpur,RAMKESH,Indian National Congress,82259,1198,83457,41.86
S12,Madhya Pradesh,90,Manpur,OM PRAKASH,Jannayak Janta Party,599,1,600,0.3
S12,Madhya Pradesh,90,Manpur,PANKHILAL,All India Majlis-E-Ittehadul Muslimeen,249,5,254,0.13
S12,Madhya Pradesh,90,Manpur,MUKESH KUMAR BAIRWA,Aazad Samaj Party (Kanshi Ram),13347,120,13467,6.76
S12,Madhya Pradesh,90,Manpur,VIJENDRA,Bharat Adivasi Party,372,2,374,0.19
S12,Madhya Pradesh,90,Manpur,KRISHNAKANT,Independent,135,0,135,0.07
S12,Madhya Pradesh,90,Manpur,GOPAL BHAI GUPTA,Independent,357,6,363,0.18
S12,Madhya Pradesh,90,Manpur,CHHOTE LAL MEENA,Independent,589,6,595,0.3
S12,Madhya Pradesh,90,Manpur,CHHOTE LAL SAINI,Independent,29518,161,29679,14.89
S12,Madhya Pradesh,90,Manpur,DHRAMRAJ BAIRWA,Independent,380,0,380,0.19
S12,Madhya Pradesh,90,Manpur,PRAKASH,Independent,230,0,230,0.12
S12,Madhya Pradesh,90,Manpur,RAGHUVEER PRASAD MEENA,Independent,1658,17,1675,0.84
S12,Madhya Pradesh,90,Manpur,HARI MOHAN,Independent,938,2,940,0.47
S12,Madhya Pradesh,90,Manpur,NOTA,None of the Above,499,8,507,0.25
