st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S20,Rajasthan,11,Bhadra,AJEET SINGH BENIWAL,Indian National Congress,3669,102,3771,1.64
S20,Rajasthan,11,Bhadra,BALWAN POONIA,Communist Party of India (Marxist),100161,1455,101616,44.19
S20,Rajasthan,11,Bhadra,RAMNATH SHARMA,Bahujan Samaj Party,1535,11,1546,0.67
S20,Rajasthan,11,Bhadra,ROOPNATH,Aam Aadmi Party,2233,19,2252,0.98
S20,Rajasthan,11,Bhadra,SANJEEV KUMAR,Bharatiya Janata Party,101322,1426,102748,44.68
S20,Rajasthan,11,Bhadra,KARTIKEY DUDI,Jannayak Janta Party,1224,7,1231,0.54
S20,Rajasthan,11,Bhadra,MUKESH KUMAR,Aazad Samaj Party (Kanshi Ram),1493,8,1501,0.65
S20,Rajasthan,11,Bhadra,BAJRANG SAHARAN,Independent,4841,41,4882,2.12
S20,Rajasthan,11,Bhadra,BALWAN SINGH,Independent,1024,11,1035,0.45
S20,Rajasthan,11,Bhadra,RAJENDER PRASAD JALANDHRA,Independent,8185,72,8257,3.59
S20,Rajasthan,11,Bhadra,NOTA,None of the Above,1098,32,1130,0.49
