st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S20,Rajasthan,150,Jhadol,Nima Lal,Bahujan Samaj Party,4125,1,4126,1.89
S20,Rajasthan,150,Jhadol,Prem Chand Pargi,Communist Party of India (Marxist),4517,22,4539,2.08
S20,Rajasthan,150,Jhadol,Babulal Kharadi,Bharatiya Janata Party,75881,656,76537,34.99
S20,Rajasthan,150,Jhadol,Heeralal Darangi,Indian National Congress,69222,827,70049,32.02
S20,Rajasthan,150,Jhadol,Dinesh Pandor,Bharat Adivasi Party,44175,328,44503,20.34
S20,Rajasthan,150,Jhadol,Dr. Dev Vijay,Bhartiya Tribal Party,4178,26,4204,1.92
S20,Rajasthan,150,Jhadol,Prachi Meena,Independent,2106,11,2117,0.97
S20,Rajasthan,150,Jhadol,Laduram,Independent,2416,9,2425,1.11
S20,Rajasthan,150,Jhadol,Shanti Lal,Independent,3749,9,3758,1.72
S20,Rajasthan,150,Jhadol,NOTA,None of the Above,6484,4,6488,2.97
