st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S26,Chhattisgarh,41,Khallari,ALKA CHANDRAKAR,Bharatiya Janata Party,66528,405,66933,37.22
S26,Chhattisgarh,41,Khallari,DWARIKADHISH YADAV,Indian National Congress,103634,418,104052,57.86
S26,Chhattisgarh,41,Khallari,NEELAM DHRUW,Aam Aadmi Party,1408,27,1435,0.8
S26,Chhattisgarh,41,Khallari,REKHRAM BAGH,Janta Congress Chhattisgarh (J),342,4,346,0.19
S26,Chhattisgarh,41,Khallari,SUFAL SAHU,Bahujan Samaj Party,464,7,471,0.26
S26,Chhattisgarh,41,Khallari,GAINDLAL DADASENA,Johar Chhattisgarh Party,192,0,192,0.11
S26,Chhattisgarh,41,Khallari,NAINSINGH THAKUR,Bhartiya Shakti Chetna Party,156,4,160,0.09
S26,Chhattisgarh,41,Khallari,PREM LAL MALIK,Janata Congress,107,0,107,0.06
S26,Chhattisgarh,41,Khallari,BHUDHYARIN SAHU,Right to Recall Party,151,0,151,0.08
S26,Chhattisgarh,41,Khallari,YAKUB KHAN PASHA,National Youth Party,185,0,185,0.1
S26,Chhattisgarh,41,Khallari,ISHWAR MARKANDE,Independent,279,0,279,0.16
S26,Chhattisgarh,41,Khallari,CHAMPA LAL PATEL GURUJI DHARTI PAKAD,Independent,367,1,368,0.2
S26,Chhattisgarh,41,Khallari,SAKHARAM BARIHA,Independent,333,0,333,0.19
S26,Chhattisgarh,41,Khallari,SUKHNANDAN DESHKAR,Independent,539,0,539,0.3
S26,Chhattisgarh,41,Khallari,SANTOSH DARCHAND BANJARE,Independent,2183,4,2187,1.22
S26,Chhattisgarh,41,Khallari,NOTA,None of the Above,2092,3,2095,1.16
