st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,32,Ashok Nagar,DR. KRISHNA MURTI BANDHI,Bharatiya Janata Party,75085,271,75356,36.92
S12,Madhya Pradesh,32,Ashok Nagar,CHANDNI BHARDWAJ,Janta Congress Chhattisgarh (J),2459,16,2475,1.21
S12,Madhya Pradesh,32,Ashok Nagar,DAURAM RATNAKAR,Bahujan Samaj Party,15457,126,15583,7.64
S12,Madhya Pradesh,32,Ashok Nagar,DILIP LAHARIYA,Indian National Congress,95173,324,95497,46.79
S12,Madhya Pradesh,32,Ashok Nagar,DHARAMDAS BHARGAV,Aam Aadmi Party,3805,15,3820,1.87
S12,Madhya Pradesh,32,Ashok Nagar,ABHISHEK SONI,Ambedkarite Party of India,636,0,636,0.31
S12,Madhya Pradesh,32,Ashok Nagar,UTTRA KUMAR JOSHI,Bhartiya Shakti Chetna Party,354,1,355,0.17
S12,Madhya Pradesh,32,Ashok Nagar,CHANDRAKANT RATREY,Peoples Party of India (Democratic),485,0,485,0.24
S12,Madhya Pradesh,32,Ashok Nagar,BOBBY PATRE,Johar Chhattisgarh Party,451,0,451,0.22
S12,Madhya Pradesh,32,Ashok Nagar,LAXMAN TANDAN,Communist Party of India,2833,2,2835,1.39
S12,Madhya Pradesh,32,Ashok Nagar,SUKHRAM KHUTE (GURUJI),Hamar Raj Party,2752,11,2763,1.35
S12,Madhya Pradesh,32,Ashok Nagar,SANTULA DEVI PATLEY,National Youth Party,596,0,596,0.29
S12,Madhya Pradesh,32,Ashok Nagar,GANESH RAM MAHARA,Independent,898,1,899,0.44
S12,Madhya Pradesh,32,Ashok Nagar,NOTA,None of the Above,2330,3,2333,1.14
