st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S26,Chhattisgarh,21,Korba,JAISINGH AGRAWAL (JAISINGH BHAIYA),Indian National Congress,65753,647,66400,38.77
S26,Chhattisgarh,21,Korba,DHANANJAY SINGH CHANDRA,Bahujan Samaj Party,2345,35,2380,1.39
S26,Chhattisgarh,21,Korba,PURAN LAL SAHU,Janta Congress Chhattisgarh (J),334,2,336,0.2
S26,Chhattisgarh,21,Korba,LAKHANLAL DEVANGAN S/O TULSIRAM DEVANGAN,Bharatiya Janata Party,91459,570,92029,53.74
S26,Chhattisgarh,21,Korba,ENGINEER VISHAL KELKAR,Aam Aadmi Party,4568,78,4646,2.71
S26,Chhattisgarh,21,Korba,"ABDUL NAFEES KHAN ""ADHIWAKTA""",Gana Suraksha Party,188,0,188,0.11
S26,Chhattisgarh,21,Korba,MADAN LAL CHANDRA,Baliraja Party,159,1,160,0.09
S26,Chhattisgarh,21,Korba,YOGESH SAHU,Peoples Party of India (Democratic),138,2,140,0.08
S26,Chhattisgarh,21,Korba,RANBIR ADILE,Johar Chhattisgarh Party,282,5,287,0.17
S26,Chhattisgarh,21,Korba,RAJ KUMAR DUBEY,Lok Janshakti Party(Ram Vilas),110,1,111,0.06
S26,Chhattisgarh,21,Korba,SUNIL KUMAR TAYAL,Bhartiya Shakti Chetna Party,175,0,175,0.1
S26,Chhattisgarh,21,Korba,SUNIL SINGH,Communist Party of India,843,6,849,0.5
S26,Chhattisgarh,21,Korba,ANKIT AGRAWAL,Independent,487,1,488,0.28
S26,Chhattisgarh,21,Korba,GHANSHYAM CHANDRA GANDHI,Independent,189,0,189,0.11
S26,Chhattisgarh,21,Korba,PRAVEEN MASIH,Independent,253,1,254,0.15
S26,Chhattisgarh,21,Korba,MIRJA MUSHTAK AHMAD,Independent,876,0,876,0.51
S26,Chhattisgarh,21,Korba,RAJESH KUMAR PANDEY,Independent,538,0,538,0.31
S26,Chhattisgarh,21,Korba,LAKHAN LAL DEWANGAN S/O RAMJI DEWANGAN,Independent,133,4,137,0.08
S26,Chhattisgarh,21,Korba,SIMON FRANCIS,Independent,91,0,91,0.05
S26,Chhattisgarh,21,Korba,NOTA,None of the Above,953,19,972,0.57
