st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,31,Raghogadh,Rakesh Yadav,Aam Aadmi Party,944,13,957,0.58
S12,Madhya Pradesh,31,Raghogadh,Engg. Ramkumar Suryawanshi,Bahujan Samaj Party,15008,110,15118,9.18
S12,Madhya Pradesh,31,Raghogadh,Vijay Kesharwani,Indian National Congress,62179,386,62565,37.98
S12,Madhya Pradesh,31,Raghogadh,Vishambhar Gulhare Advocate,Janta Congress Chhattisgarh (J),725,2,727,0.44
S12,Madhya Pradesh,31,Raghogadh,Sushant Shukla,Bharatiya Janata Party,78795,733,79528,48.28
S12,Madhya Pradesh,31,Raghogadh,Anand Ram Sahu,Hamar Raj Party,419,3,422,0.26
S12,Madhya Pradesh,31,Raghogadh,Rajkumar Satnami,Rashtriya Jansabha Party,114,2,116,0.07
S12,Madhya Pradesh,31,Raghogadh,Harish Kumar Kurre,Ambedkarite Party of India,196,0,196,0.12
S12,Madhya Pradesh,31,Raghogadh,Hari Shankar Kushwaha,National Youth Party,99,1,100,0.06
S12,Madhya Pradesh,31,Raghogadh,Heera Lal Sahu,Bhartiya Shakti Chetna Party,120,2,122,0.07
S12,Madhya Pradesh,31,Raghogadh,Arun Tiwari,Independent,145,0,145,0.09
S12,Madhya Pradesh,31,Raghogadh,Ashwani Kumar Dubey,Independent,371,0,371,0.23
S12,Madhya Pradesh,31,Raghogadh,Khorbahra Ram Sahu,Independent,208,0,208,0.13
S12,Madhya Pradesh,31,Raghogadh,Gautam Prasad Sahu,Independent,663,0,663,0.4
S12,Madhya Pradesh,31,Raghogadh,Dhanendra Chandravanshi,Independent,295,1,296,0.18
S12,Madhya Pradesh,31,Raghogadh,Naveen Kumar Sahu,Independent,633,0,633,0.38
S12,Madhya Pradesh,31,Raghogadh,Paras Ram Yadav,Independent,130,0,130,0.08
S12,Madhya Pradesh,31,Raghogadh,Prahlad Kumar Yadav,Independent,112,0,112,0.07
S12,Madhya Pradesh,31,Raghogadh,Madhoram Kewat,Independent,1092,2,1094,0.66
S12,Madhya Pradesh,31,Raghogadh,Mukesh Kumar Chandrakar,Independent,109,0,109,0.07
S12,Madhya Pradesh,31,Raghogadh,Lakshman Pathak,Independent,416,0,416,0.25
S12,Madhya Pradesh,31,Raghogadh,Vikas Kumar Dhiwar,Independent,103,0,103,0.06
S12,Madhya Pradesh,31,Raghogadh,NOTA,None of the Above,578,9,587,0.36
