st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S26,Chhattisgarh,76,Dongargaon,DALESHWAR SAHU,Indian National Congress,80945,534,81479,47.49
S26,Chhattisgarh,76,Dongargaon,BHARAT LAL VARMA,Bharatiya Janata Party,78311,379,78690,45.86
S26,Chhattisgarh,76,Dongargaon,MUKESH KUMAR SAHU,Janta Congress Chhattisgarh (J),875,4,879,0.51
S26,Chhattisgarh,76,Dongargaon,CHHATTAR RAM CHANDRAWANSHI,Hamar Raj Party,5106,72,5178,3.02
S26,Chhattisgarh,76,Dongargaon,NARESH MOTGHARE,Gondvana Gantantra Party,350,5,355,0.21
S26,Chhattisgarh,76,Dongargaon,HIRDERAM SAHU,Bhartiya Shakti Chetna Party,208,0,208,0.12
S26,Chhattisgarh,76,Dongargaon,MADAN LAL TANDAN,Independent,154,1,155,0.09
S26,Chhattisgarh,76,Dongargaon,RAMESH KUMAR VERMA,Independent,204,0,204,0.12
S26,Chhattisgarh,76,Dongargaon,LALIT KUMAR MARKANDE,Independent,250,2,252,0.15
S26,Chhattisgarh,76,Dongargaon,VIKRAM LAHRE,Independent,317,2,319,0.19
S26,Chhattisgarh,76,Dongargaon,SUMIT BANJARE,Independent,410,0,410,0.24
S26,Chhattisgarh,76,Dongargaon,HEMANT KUMAR SINHA,Independent,1180,3,1183,0.69
S26,Chhattisgarh,76,Dongargaon,NOTA,None of the Above,2248,10,2258,1.32
