st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S26,Chhattisgarh,70,Navagarh,OMPRAKASH BATCHPAYI,Bahujan Samaj Party,6227,32,6259,3.08
S26,Chhattisgarh,70,Navagarh,DAYALDAS BAGHEL,Bharatiya Janata Party,101330,301,101631,50.01
S26,Chhattisgarh,70,Navagarh,GURU RUDRA KUMAR,Indian National Congress,86161,293,86454,42.54
S26,Chhattisgarh,70,Navagarh,SHESH NARAYAN KURREY,Janta Congress Chhattisgarh (J),1166,2,1168,0.57
S26,Chhattisgarh,70,Navagarh,JITENDRA KUMAR LAHARE,Johar Chhattisgarh Party,323,0,323,0.16
S26,Chhattisgarh,70,Navagarh,BHARAT LAL PATLE,Samajwadi Party,189,0,189,0.09
S26,Chhattisgarh,70,Navagarh,BHARTI GANDHARW,Rashtravadi Bharat Party,192,1,193,0.09
S26,Chhattisgarh,70,Navagarh,ADVOCATE MANISHANKAR DIWAKAR,Shakti Sena (Bharat Desh),230,3,233,0.11
S26,Chhattisgarh,70,Navagarh,ISHWAR DAS,Independent,206,0,206,0.1
S26,Chhattisgarh,70,Navagarh,KASHI RAM BANDHE,Independent,286,0,286,0.14
S26,Chhattisgarh,70,Navagarh,DEEPCHAND JOSHI,Independent,336,0,336,0.17
S26,Chhattisgarh,70,Navagarh,BHANU PRATAP CHATURVEDI,Independent,722,0,722,0.36
S26,Chhattisgarh,70,Navagarh,RAJESH GHRITLAHARE,Independent,1640,0,1640,0.81
S26,Chhattisgarh,70,Navagarh,VINAYAK PANIK,Independent,1835,0,1835,0.9
S26,Chhattisgarh,70,Navagarh,NOTA,None of the Above,1739,5,1744,0.86
