st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,45,Prithvipur,Tank Ram Verma,Bharatiya Janata Party,107579,802,108381,49.34
S12,Madhya Pradesh,45,Prithvipur,Yogesh Kumar Sahu,Janta Congress Chhattisgarh (J),893,15,908,0.41
S12,Madhya Pradesh,45,Prithvipur,Rajkumar Patre (Vakil),Bahujan Samaj Party,9634,85,9719,4.42
S12,Madhya Pradesh,45,Prithvipur,Shailesh Nitin Trivedi,Indian National Congress,93236,399,93635,42.63
S12,Madhya Pradesh,45,Prithvipur,Santosh Yadu,Aam Aadmi Party,1718,6,1724,0.78
S12,Madhya Pradesh,45,Prithvipur,Gaukaran Nishad (Advocate),Bhrashtachar Mukti Morcha,364,2,366,0.17
S12,Madhya Pradesh,45,Prithvipur,Dasrath Jaiswal,Bhartiya Shakti Chetna Party,270,0,270,0.12
S12,Madhya Pradesh,45,Prithvipur,Durgeshwari Devi Dhritlahare,Gana Suraksha Party,396,2,398,0.18
S12,Madhya Pradesh,45,Prithvipur,Indrajit Sahu,Independent,762,0,762,0.35
S12,Madhya Pradesh,45,Prithvipur,Narottam Das Banjare,Independent,414,2,416,0.19
S12,Madhya Pradesh,45,Prithvipur,Nilamsanjay Bharatdwaj,Independent,455,0,455,0.21
S12,Madhya Pradesh,45,Prithvipur,NOTA,None of the Above,2601,9,2610,1.19
