st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,48,Maharajpur,TARUN BAIDYA,Aam Aadmi Party,1354,10,1364,0.66
S12,Madhya Pradesh,48,Maharajpur,PANKAJ SHARMA,Indian National Congress,76829,453,77282,37.59
S12,Madhya Pradesh,48,Maharajpur,BHUPENDRA DHRITLAHARE,Bahujan Samaj Party,1622,22,1644,0.8
S12,Madhya Pradesh,48,Maharajpur,MANOJ KUMAR BANJARE,Janta Congress Chhattisgarh (J),1930,6,1936,0.94
S12,Madhya Pradesh,48,Maharajpur,MOTILAL SAHU,Bharatiya Janata Party,112489,543,113032,54.98
S12,Madhya Pradesh,48,Maharajpur,DEV KUMAR DAHARIYA,Chhattisgarh Mahatari Party,449,0,449,0.22
S12,Madhya Pradesh,48,Maharajpur,DHIRENDRA SAHU,Johar Chhattisgarh Party,5472,13,5485,2.67
S12,Madhya Pradesh,48,Maharajpur,NEMCHAND MAIRISHA,Ambedkarite Party of India,130,0,130,0.06
S12,Madhya Pradesh,48,Maharajpur,BRIJESH CHAURASIYA,Samajwadi Party,165,0,165,0.08
S12,Madhya Pradesh,48,Maharajpur,SANDEEP TIWARI RAJ,Bhartiya Sarvjan Hitay Samaj Party,153,2,155,0.08
S12,Madhya Pradesh,48,Maharajpur,BIMLA THAKUR,Independent,178,1,179,0.09
S12,Madhya Pradesh,48,Maharajpur,BHARTI BHANU PRATAP TANDE,Independent,670,1,671,0.33
S12,Madhya Pradesh,48,Maharajpur,MEVALAL SAHU,Independent,342,0,342,0.17
S12,Madhya Pradesh,48,Maharajpur,RAKESH RAJGADIYA,Independent,223,0,223,0.11
S12,Madhya Pradesh,48,Maharajpur,RAHUL KHELWAR,Independent,675,0,675,0.33
S12,Madhya Pradesh,48,Maharajpur,SHIVJEET SINGH (RAJ SINGH),Independent,557,0,557,0.27
S12,Madhya Pradesh,48,Maharajpur,SUDHANSHU BHUSHAN,Independent,186,0,186,0.09
S12,Madhya Pradesh,48,Maharajpur,HEMLAL SAHU,Independent,394,0,394,0.19
S12,Madhya Pradesh,48,Maharajpur,NOTA,None of the Above,719,11,730,0.36
