st_code,st_name,ac_no,ac_name,candidate,party,evm_votes,postal_votes,total_votes,percent_votes
S12,Madhya Pradesh,86,Kotama,KIRAN DEO,Bharatiya Janata Party,89473,863,90336,55.46
S12,Madhya Pradesh,86,Kotama,JATEEN JAISWAL,Indian National Congress,59917,585,60502,37.14
S12,Madhya Pradesh,86,Kotama,NARENDRA BHAVANI,Aam Aadmi Party,2596,42,2638,1.62
S12,Madhya Pradesh,86,Kotama,NAVNEET CHAND,Janta Congress Chhattisgarh (J),1479,10,1489,0.91
S12,Madhya Pradesh,86,Kotama,SAMPAT KASHYAP,Bahujan Samaj Party,1244,21,1265,0.78
S12,Madhya Pradesh,86,Kotama,VIRENDRA BAIDH,Rashtriya Jansabha Party,235,2,237,0.15
S12,Madhya Pradesh,86,Kotama,SARITA SINGH,Azad Janata Party,547,22,569,0.35
S12,Madhya Pradesh,86,Kotama,DR. SURENDRA CHALKI,Sarv Adi Dal,577,1,578,0.35
S12,Madhya Pradesh,86,Kotama,ABDUL KAYYUM,Independent,462,1,463,0.28
S12,Madhya Pradesh,86,Kotama,VIPIN KUMAR TIWARI,Independent,666,5,671,0.41
S12,Madhya Pradesh,86,Kotama,SUBHASH KUMAR BAGHEL,Independent,1298,3,1301,0.8
S12,Madhya Pradesh,86,Kotama,NOTA,None of the Above,2822,14,2836,1.74
